,participant,platform,column_name,path,list_path,subfield_path,var_type,data_type,json_name,file_path
568,Output_TT_structure_tiktok_takeout_es,Tiktok,videosSharedSinceAccountRegistration,"['Activity', 'Activity Summary', 'ActivitySummaryMap', 'videosSharedSinceAccountRegistration']",[],"['Activity', 'Activity Summary', 'ActivitySummaryMap', 'videosSharedSinceAccountRegistration']",static,number,,
569,Output_TT_structure_tiktok_takeout_es,Tiktok,videosWatchedToTheEndSinceAccountRegistration,"['Activity', 'Activity Summary', 'ActivitySummaryMap', 'videosWatchedToTheEndSinceAccountRegistration']",[],"['Activity', 'Activity Summary', 'ActivitySummaryMap', 'videosWatchedToTheEndSinceAccountRegistration']",static,number,,
570,Output_TT_structure_tiktok_takeout_es,Tiktok,Date,"['Activity', 'Most Recent Location Data', 'LocationData', 'Date']",[],"['Activity', 'Most Recent Location Data', 'LocationData', 'Date']",static,string,,
571,Output_TT_structure_tiktok_takeout_es,Tiktok,GpsData,"['Activity', 'Most Recent Location Data', 'LocationData', 'GpsData']",[],"['Activity', 'Most Recent Location Data', 'LocationData', 'GpsData']",static,string,,
572,Output_TT_structure_tiktok_takeout_es,Tiktok,LastRegion,"['Activity', 'Most Recent Location Data', 'LocationData', 'LastRegion']",[],"['Activity', 'Most Recent Location Data', 'LocationData', 'LastRegion']",static,string,,
573,Output_TT_structure_tiktok_takeout_es,Tiktok,Allow DownLoad,"['App Settings', 'Settings', 'SettingsMap', 'Allow DownLoad']",[],"['App Settings', 'Settings', 'SettingsMap', 'Allow DownLoad']",static,string,,
574,Output_TT_structure_tiktok_takeout_es,Tiktok,Allow Others to Find Me,"['App Settings', 'Settings', 'SettingsMap', 'Allow Others to Find Me']",[],"['App Settings', 'Settings', 'SettingsMap', 'Allow Others to Find Me']",static,string,,
575,Output_TT_structure_tiktok_takeout_es,Tiktok,App Language,"['App Settings', 'Settings', 'SettingsMap', 'App Language']",[],"['App Settings', 'Settings', 'SettingsMap', 'App Language']",static,string,,
576,Output_TT_structure_tiktok_takeout_es,Tiktok,Filter Comments,"['App Settings', 'Settings', 'SettingsMap', 'Filter Comments']",[],"['App Settings', 'Settings', 'SettingsMap', 'Filter Comments']",static,string,,
577,Output_TT_structure_tiktok_takeout_es,Tiktok,Interests,"['App Settings', 'Settings', 'SettingsMap', 'Interests']",[],"['App Settings', 'Settings', 'SettingsMap', 'Interests']",static,string,,
578,Output_TT_structure_tiktok_takeout_es,Tiktok,Private Account,"['App Settings', 'Settings', 'SettingsMap', 'Private Account']",[],"['App Settings', 'Settings', 'SettingsMap', 'Private Account']",static,string,,
579,Output_TT_structure_tiktok_takeout_es,Tiktok,Suggest your account to Facebook friends,"['App Settings', 'Settings', 'SettingsMap', 'Suggest your account to Facebook friends']",[],"['App Settings', 'Settings', 'SettingsMap', 'Suggest your account to Facebook friends']",static,string,,
580,Output_TT_structure_tiktok_takeout_es,Tiktok,Suggest your account to contacts,"['App Settings', 'Settings', 'SettingsMap', 'Suggest your account to contacts']",[],"['App Settings', 'Settings', 'SettingsMap', 'Suggest your account to contacts']",static,string,,
581,Output_TT_structure_tiktok_takeout_es,Tiktok,Suggest your account to people who open or send links to you,"['App Settings', 'Settings', 'SettingsMap', 'Suggest your account to people who open or send links to you']",[],"['App Settings', 'Settings', 'SettingsMap', 'Suggest your account to people who open or send links to you']",static,string,,
582,Output_TT_structure_tiktok_takeout_es,Tiktok,Web Language,"['App Settings', 'Settings', 'SettingsMap', 'Web Language']",[],"['App Settings', 'Settings', 'SettingsMap', 'Web Language']",static,string,,
583,Output_TT_structure_tiktok_takeout_es,Tiktok,Who Can Duet With Me,"['App Settings', 'Settings', 'SettingsMap', 'Who Can Duet With Me']",[],"['App Settings', 'Settings', 'SettingsMap', 'Who Can Duet With Me']",static,string,,
584,Output_TT_structure_tiktok_takeout_es,Tiktok,Who Can Post Comments,"['App Settings', 'Settings', 'SettingsMap', 'Who Can Post Comments']",[],"['App Settings', 'Settings', 'SettingsMap', 'Who Can Post Comments']",static,string,,
585,Output_TT_structure_tiktok_takeout_es,Tiktok,Who Can Send Me Message,"['App Settings', 'Settings', 'SettingsMap', 'Who Can Send Me Message']",[],"['App Settings', 'Settings', 'SettingsMap', 'Who Can Send Me Message']",static,string,,
586,Output_TT_structure_tiktok_takeout_es,Tiktok,Who Can Stitch with your videos,"['App Settings', 'Settings', 'SettingsMap', 'Who Can Stitch with your videos']",[],"['App Settings', 'Settings', 'SettingsMap', 'Who Can Stitch with your videos']",static,string,,
587,Output_TT_structure_tiktok_takeout_es,Tiktok,Who Can View Videos I Liked,"['App Settings', 'Settings', 'SettingsMap', 'Who Can View Videos I Liked']",[],"['App Settings', 'Settings', 'SettingsMap', 'Who Can View Videos I Liked']",static,string,,
588,Output_TT_structure_tiktok_takeout_es,Tiktok,bioDescription,"['Profile', 'Profile Information', 'ProfileMap', 'bioDescription']",[],"['Profile', 'Profile Information', 'ProfileMap', 'bioDescription']",static,string,,
589,Output_TT_structure_tiktok_takeout_es,Tiktok,birthDate,"['Profile', 'Profile Information', 'ProfileMap', 'birthDate']",[],"['Profile', 'Profile Information', 'ProfileMap', 'birthDate']",static,string,,
590,Output_TT_structure_tiktok_takeout_es,Tiktok,emailAddress,"['Profile', 'Profile Information', 'ProfileMap', 'emailAddress']",[],"['Profile', 'Profile Information', 'ProfileMap', 'emailAddress']",static,string,,
591,Output_TT_structure_tiktok_takeout_es,Tiktok,likesReceived,"['Profile', 'Profile Information', 'ProfileMap', 'likesReceived']",[],"['Profile', 'Profile Information', 'ProfileMap', 'likesReceived']",static,string,,
592,Output_TT_structure_tiktok_takeout_es,Tiktok,profilePhoto,"['Profile', 'Profile Information', 'ProfileMap', 'profilePhoto']",[],"['Profile', 'Profile Information', 'ProfileMap', 'profilePhoto']",static,string,,
593,Output_TT_structure_tiktok_takeout_es,Tiktok,profileVideo,"['Profile', 'Profile Information', 'ProfileMap', 'profileVideo']",[],"['Profile', 'Profile Information', 'ProfileMap', 'profileVideo']",static,string,,
594,Output_TT_structure_tiktok_takeout_es,Tiktok,telephoneNumber,"['Profile', 'Profile Information', 'ProfileMap', 'telephoneNumber']",[],"['Profile', 'Profile Information', 'ProfileMap', 'telephoneNumber']",static,string,,
595,Output_TT_structure_tiktok_takeout_es,Tiktok,userName,"['Profile', 'Profile Information', 'ProfileMap', 'userName']",[],"['Profile', 'Profile Information', 'ProfileMap', 'userName']",static,string,,
596,Output_TT_structure_tiktok_takeout_es,Tiktok,Allow agencies to find and invite you,"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Allow agencies to find and invite you']",[],"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Allow agencies to find and invite you']",static,string,,
597,Output_TT_structure_tiktok_takeout_es,Tiktok,Allow others to invite you to co-host in LIVE,"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Allow others to invite you to co-host in LIVE']",[],"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Allow others to invite you to co-host in LIVE']",static,string,,
598,Output_TT_structure_tiktok_takeout_es,Tiktok,Allow people to send and receive comments during your LIVE,"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Allow people to send and receive comments during your LIVE']",[],"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Allow people to send and receive comments during your LIVE']",static,string,,
599,Output_TT_structure_tiktok_takeout_es,Tiktok,Allow suggested LIVE hosts to invite you to co-host in LIVE,"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Allow suggested LIVE hosts to invite you to co-host in LIVE']",[],"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Allow suggested LIVE hosts to invite you to co-host in LIVE']",static,string,,
600,Output_TT_structure_tiktok_takeout_es,Tiktok,Allow viewers to request to go LIVE with you,"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Allow viewers to request to go LIVE with you']",[],"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Allow viewers to request to go LIVE with you']",static,string,,
601,Output_TT_structure_tiktok_takeout_es,Tiktok,Allow viewers to see and send questions and answers in your LIVE,"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Allow viewers to see and send questions and answers in your LIVE']",[],"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Allow viewers to see and send questions and answers in your LIVE']",static,string,,
602,Output_TT_structure_tiktok_takeout_es,Tiktok,Allow viewers to send you gifts during your LIVE,"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Allow viewers to send you gifts during your LIVE']",[],"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Allow viewers to send you gifts during your LIVE']",static,string,,
603,Output_TT_structure_tiktok_takeout_es,Tiktok,Hide potential spam or offensive comments from your LIVE,"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Hide potential spam or offensive comments from your LIVE']",[],"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Hide potential spam or offensive comments from your LIVE']",static,string,,
604,Output_TT_structure_tiktok_takeout_es,Tiktok,Show your username and gift information in features with ranking lists,"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Show your username and gift information in features with ranking lists']",[],"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Show your username and gift information in features with ranking lists']",static,string,,
605,Output_TT_structure_tiktok_takeout_es,Tiktok,app,"['Tiktok Live', 'Watch Live Settings', 'WatchLiveSettingsMap', 'app']",[],"['Tiktok Live', 'Watch Live Settings', 'WatchLiveSettingsMap', 'app']",static,string,,
606,Output_TT_structure_tiktok_takeout_es,Tiktok,web,"['Tiktok Live', 'Watch Live Settings', 'WatchLiveSettingsMap', 'web']",[],"['Tiktok Live', 'Watch Live Settings', 'WatchLiveSettingsMap', 'web']",static,string,,
607,Output_TT_structure_tiktok_takeout_es,Tiktok,Desktop notification,"['App Settings', 'Settings', 'SettingsMap', 'Push Notification', 'Desktop notification']",[],"['App Settings', 'Settings', 'SettingsMap', 'Push Notification', 'Desktop notification']",static,string,,
608,Output_TT_structure_tiktok_takeout_es,Tiktok,New Comments on My Video,"['App Settings', 'Settings', 'SettingsMap', 'Push Notification', 'New Comments on My Video']",[],"['App Settings', 'Settings', 'SettingsMap', 'Push Notification', 'New Comments on My Video']",static,string,,
609,Output_TT_structure_tiktok_takeout_es,Tiktok,New Fans,"['App Settings', 'Settings', 'SettingsMap', 'Push Notification', 'New Fans']",[],"['App Settings', 'Settings', 'SettingsMap', 'Push Notification', 'New Fans']",static,string,,
610,Output_TT_structure_tiktok_takeout_es,Tiktok,New Likes on My Video,"['App Settings', 'Settings', 'SettingsMap', 'Push Notification', 'New Likes on My Video']",[],"['App Settings', 'Settings', 'SettingsMap', 'Push Notification', 'New Likes on My Video']",static,string,,
611,Output_TT_structure_tiktok_takeout_es,Tiktok,Date,"['Activity', 'Favorite Videos', 'FavoriteVideoList', 'Date']","['Activity', 'Favorite Videos', 'FavoriteVideoList']",['Date'],list,string,,
612,Output_TT_structure_tiktok_takeout_es,Tiktok,Link,"['Activity', 'Favorite Videos', 'FavoriteVideoList', 'Link']","['Activity', 'Favorite Videos', 'FavoriteVideoList']",['Link'],list,string,,
613,Output_TT_structure_tiktok_takeout_es,Tiktok,Date,"['Activity', 'Follower List', 'FansList', 'Date']","['Activity', 'Follower List', 'FansList']",['Date'],list,string,,
614,Output_TT_structure_tiktok_takeout_es,Tiktok,UserName,"['Activity', 'Follower List', 'FansList', 'UserName']","['Activity', 'Follower List', 'FansList']",['UserName'],list,string,,
615,Output_TT_structure_tiktok_takeout_es,Tiktok,Date,"['Activity', 'Following List', 'Following', 'Date']","['Activity', 'Following List', 'Following']",['Date'],list,string,,
616,Output_TT_structure_tiktok_takeout_es,Tiktok,UserName,"['Activity', 'Following List', 'Following', 'UserName']","['Activity', 'Following List', 'Following']",['UserName'],list,string,,
617,Output_TT_structure_tiktok_takeout_es,Tiktok,HashtagName,"['Activity', 'Hashtag', 'HashtagList', 'HashtagName']","['Activity', 'Hashtag', 'HashtagList']",['HashtagName'],list,string,,
618,Output_TT_structure_tiktok_takeout_es,Tiktok,HashtagLink,"['Activity', 'Hashtag', 'HashtagList', 'HashtagLink']","['Activity', 'Hashtag', 'HashtagList']",['HashtagLink'],list,string,,
619,Output_TT_structure_tiktok_takeout_es,Tiktok,date,"['Activity', 'Like List', 'ItemFavoriteList', 'date']","['Activity', 'Like List', 'ItemFavoriteList']",['date'],list,string,,
620,Output_TT_structure_tiktok_takeout_es,Tiktok,link,"['Activity', 'Like List', 'ItemFavoriteList', 'link']","['Activity', 'Like List', 'ItemFavoriteList']",['link'],list,string,,
621,Output_TT_structure_tiktok_takeout_es,Tiktok,Date,"['Activity', 'Login History', 'LoginHistoryList', 'Date']","['Activity', 'Login History', 'LoginHistoryList']",['Date'],list,string,,
622,Output_TT_structure_tiktok_takeout_es,Tiktok,IP,"['Activity', 'Login History', 'LoginHistoryList', 'IP']","['Activity', 'Login History', 'LoginHistoryList']",['IP'],list,string,,
623,Output_TT_structure_tiktok_takeout_es,Tiktok,DeviceModel,"['Activity', 'Login History', 'LoginHistoryList', 'DeviceModel']","['Activity', 'Login History', 'LoginHistoryList']",['DeviceModel'],list,string,,
624,Output_TT_structure_tiktok_takeout_es,Tiktok,DeviceSystem,"['Activity', 'Login History', 'LoginHistoryList', 'DeviceSystem']","['Activity', 'Login History', 'LoginHistoryList']",['DeviceSystem'],list,string,,
625,Output_TT_structure_tiktok_takeout_es,Tiktok,NetworkType,"['Activity', 'Login History', 'LoginHistoryList', 'NetworkType']","['Activity', 'Login History', 'LoginHistoryList']",['NetworkType'],list,string,,
626,Output_TT_structure_tiktok_takeout_es,Tiktok,Carrier,"['Activity', 'Login History', 'LoginHistoryList', 'Carrier']","['Activity', 'Login History', 'LoginHistoryList']",['Carrier'],list,string,,
627,Output_TT_structure_tiktok_takeout_es,Tiktok,Date,"['Activity', 'Search History', 'SearchList', 'Date']","['Activity', 'Search History', 'SearchList']",['Date'],list,string,,
628,Output_TT_structure_tiktok_takeout_es,Tiktok,SearchTerm,"['Activity', 'Search History', 'SearchList', 'SearchTerm']","['Activity', 'Search History', 'SearchList']",['SearchTerm'],list,string,,
629,Output_TT_structure_tiktok_takeout_es,Tiktok,Date,"['Activity', 'Share History', 'ShareHistoryList', 'Date']","['Activity', 'Share History', 'ShareHistoryList']",['Date'],list,string,,
630,Output_TT_structure_tiktok_takeout_es,Tiktok,SharedContent,"['Activity', 'Share History', 'ShareHistoryList', 'SharedContent']","['Activity', 'Share History', 'ShareHistoryList']",['SharedContent'],list,string,,
631,Output_TT_structure_tiktok_takeout_es,Tiktok,Link,"['Activity', 'Share History', 'ShareHistoryList', 'Link']","['Activity', 'Share History', 'ShareHistoryList']",['Link'],list,string,,
632,Output_TT_structure_tiktok_takeout_es,Tiktok,Method,"['Activity', 'Share History', 'ShareHistoryList', 'Method']","['Activity', 'Share History', 'ShareHistoryList']",['Method'],list,string,,
633,Output_TT_structure_tiktok_takeout_es,Tiktok,Resolution,"['Activity', 'Status', 'Status List', 'Resolution']","['Activity', 'Status', 'Status List']",['Resolution'],list,string,,
634,Output_TT_structure_tiktok_takeout_es,Tiktok,App Version,"['Activity', 'Status', 'Status List', 'App Version']","['Activity', 'Status', 'Status List']",['App Version'],list,string,,
635,Output_TT_structure_tiktok_takeout_es,Tiktok,IDFA,"['Activity', 'Status', 'Status List', 'IDFA']","['Activity', 'Status', 'Status List']",['IDFA'],list,string,,
636,Output_TT_structure_tiktok_takeout_es,Tiktok,GAID,"['Activity', 'Status', 'Status List', 'GAID']","['Activity', 'Status', 'Status List']",['GAID'],list,string,,
637,Output_TT_structure_tiktok_takeout_es,Tiktok,Android ID,"['Activity', 'Status', 'Status List', 'Android ID']","['Activity', 'Status', 'Status List']",['Android ID'],list,string,,
638,Output_TT_structure_tiktok_takeout_es,Tiktok,IDFV,"['Activity', 'Status', 'Status List', 'IDFV']","['Activity', 'Status', 'Status List']",['IDFV'],list,string,,
639,Output_TT_structure_tiktok_takeout_es,Tiktok,Web ID,"['Activity', 'Status', 'Status List', 'Web ID']","['Activity', 'Status', 'Status List']",['Web ID'],list,string,,
640,Output_TT_structure_tiktok_takeout_es,Tiktok,Date,"['Activity', 'Video Browsing History', 'VideoList', 'Date']","['Activity', 'Video Browsing History', 'VideoList']",['Date'],list,string,,
641,Output_TT_structure_tiktok_takeout_es,Tiktok,Link,"['Activity', 'Video Browsing History', 'VideoList', 'Link']","['Activity', 'Video Browsing History', 'VideoList']",['Link'],list,string,,
642,Output_TT_structure_tiktok_takeout_es,Tiktok,date,"['Comment', 'Comments', 'CommentsList', 'date']","['Comment', 'Comments', 'CommentsList']",['date'],list,string,,
643,Output_TT_structure_tiktok_takeout_es,Tiktok,comment,"['Comment', 'Comments', 'CommentsList', 'comment']","['Comment', 'Comments', 'CommentsList']",['comment'],list,string,,
644,Output_TT_structure_tiktok_takeout_es,Tiktok,photo,"['Comment', 'Comments', 'CommentsList', 'photo']","['Comment', 'Comments', 'CommentsList']",['photo'],list,string,,
645,Output_TT_structure_tiktok_takeout_es,Tiktok,url,"['Comment', 'Comments', 'CommentsList', 'url']","['Comment', 'Comments', 'CommentsList']",['url'],list,string,,
646,Output_TT_structure_tiktok_takeout_es,Tiktok,PlaceName,"['Poi Review', 'POI Review', 'ReviewsList', 'PlaceName']","['Poi Review', 'POI Review', 'ReviewsList']",['PlaceName'],list,string,,
647,Output_TT_structure_tiktok_takeout_es,Tiktok,Date,"['Poi Review', 'POI Review', 'ReviewsList', 'Date']","['Poi Review', 'POI Review', 'ReviewsList']",['Date'],list,string,,
648,Output_TT_structure_tiktok_takeout_es,Tiktok,Rating,"['Poi Review', 'POI Review', 'ReviewsList', 'Rating']","['Poi Review', 'POI Review', 'ReviewsList']",['Rating'],list,string,,
649,Output_TT_structure_tiktok_takeout_es,Tiktok,Status,"['Poi Review', 'POI Review', 'ReviewsList', 'Status']","['Poi Review', 'POI Review', 'ReviewsList']",['Status'],list,string,,
650,Output_TT_structure_tiktok_takeout_es,Tiktok,Likes,"['Poi Review', 'POI Review', 'ReviewsList', 'Likes']","['Poi Review', 'POI Review', 'ReviewsList']",['Likes'],list,string,,
651,Output_TT_structure_tiktok_takeout_es,Tiktok,ReviewText,"['Poi Review', 'POI Review', 'ReviewsList', 'ReviewText']","['Poi Review', 'POI Review', 'ReviewsList']",['ReviewText'],list,string,,
652,Output_TT_structure_tiktok_takeout_es,Tiktok,Hide comments that contain the following keywords from your LIVE,"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Hide comments that contain the following keywords from your LIVE']","['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'Hide comments that contain the following keywords from your LIVE']",[],list,array,,
653,Output_TT_structure_tiktok_takeout_es,Tiktok,People you assigned to moderate your LIVE,"['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'People you assigned to moderate your LIVE']","['Tiktok Live', 'Go Live Settings', 'SettingsMap', 'People you assigned to moderate your LIVE']",[],list,array,,
654,Output_TT_structure_tiktok_takeout_es,Tiktok,Date,"['Video', 'Videos', 'VideoList', 'Date']","['Video', 'Videos', 'VideoList']",['Date'],list,string,,
655,Output_TT_structure_tiktok_takeout_es,Tiktok,Link,"['Video', 'Videos', 'VideoList', 'Link']","['Video', 'Videos', 'VideoList']",['Link'],list,string,,
656,Output_TT_structure_tiktok_takeout_es,Tiktok,Likes,"['Video', 'Videos', 'VideoList', 'Likes']","['Video', 'Videos', 'VideoList']",['Likes'],list,string,,
657,Output_TT_structure_tiktok_takeout_es,Tiktok,WhoCanView,"['Video', 'Videos', 'VideoList', 'WhoCanView']","['Video', 'Videos', 'VideoList']",['WhoCanView'],list,string,,
658,Output_TT_structure_tiktok_takeout_es,Tiktok,AllowComments,"['Video', 'Videos', 'VideoList', 'AllowComments']","['Video', 'Videos', 'VideoList']",['AllowComments'],list,string,,
659,Output_TT_structure_tiktok_takeout_es,Tiktok,AllowStitches,"['Video', 'Videos', 'VideoList', 'AllowStitches']","['Video', 'Videos', 'VideoList']",['AllowStitches'],list,string,,
660,Output_TT_structure_tiktok_takeout_es,Tiktok,AllowDuets,"['Video', 'Videos', 'VideoList', 'AllowDuets']","['Video', 'Videos', 'VideoList']",['AllowDuets'],list,string,,
661,Output_TT_structure_tiktok_takeout_es,Tiktok,AllowStickers,"['Video', 'Videos', 'VideoList', 'AllowStickers']","['Video', 'Videos', 'VideoList']",['AllowStickers'],list,string,,
662,Output_TT_structure_tiktok_takeout_es,Tiktok,AllowSharingToStory,"['Video', 'Videos', 'VideoList', 'AllowSharingToStory']","['Video', 'Videos', 'VideoList']",['AllowSharingToStory'],list,string,,
663,Output_TT_structure_tiktok_takeout_es,Tiktok,ContentDisclosure,"['Video', 'Videos', 'VideoList', 'ContentDisclosure']","['Video', 'Videos', 'VideoList']",['ContentDisclosure'],list,string,,
664,Output_TT_structure_tiktok_takeout_es,Tiktok,AIGeneratedContent,"['Video', 'Videos', 'VideoList', 'AIGeneratedContent']","['Video', 'Videos', 'VideoList']",['AIGeneratedContent'],list,string,,
665,Output_TT_structure_tiktok_takeout_es,Tiktok,Sound,"['Video', 'Videos', 'VideoList', 'Sound']","['Video', 'Videos', 'VideoList']",['Sound'],list,string,,
666,Output_TT_structure_tiktok_takeout_es,Tiktok,Location,"['Video', 'Videos', 'VideoList', 'Location']","['Video', 'Videos', 'VideoList']",['Location'],list,string,,
667,Output_TT_structure_tiktok_takeout_es,Tiktok,Title,"['Video', 'Videos', 'VideoList', 'Title']","['Video', 'Videos', 'VideoList']",['Title'],list,string,,
668,Output_TT_structure_tiktok_takeout_es,Tiktok,AddYoursText,"['Video', 'Videos', 'VideoList', 'AddYoursText']","['Video', 'Videos', 'VideoList']",['AddYoursText'],list,string,,
669,Output_TT_structure_tiktok_takeout_es,Tiktok,Description,"['Profile', 'Profile Information', 'ProfileMap', 'PlatformInfo', 'Description']","['Profile', 'Profile Information', 'ProfileMap', 'PlatformInfo']",['Description'],list,string,,
670,Output_TT_structure_tiktok_takeout_es,Tiktok,Name,"['Profile', 'Profile Information', 'ProfileMap', 'PlatformInfo', 'Name']","['Profile', 'Profile Information', 'ProfileMap', 'PlatformInfo']",['Name'],list,string,,
671,Output_TT_structure_tiktok_takeout_es,Tiktok,Platform,"['Profile', 'Profile Information', 'ProfileMap', 'PlatformInfo', 'Platform']","['Profile', 'Profile Information', 'ProfileMap', 'PlatformInfo']",['Platform'],list,string,,
672,Output_TT_structure_tiktok_takeout_es,Tiktok,Profile Photo,"['Profile', 'Profile Information', 'ProfileMap', 'PlatformInfo', 'Profile Photo']","['Profile', 'Profile Information', 'ProfileMap', 'PlatformInfo']",['Profile Photo'],list,string,,
673,Output_TT_structure_tiktok_takeout_dutch,Tiktok,App,"['Activity', 'Favorite Videos', 'App']",[],"['Activity', 'Favorite Videos', 'App']",static,number,,
674,Output_TT_structure_tiktok_takeout_dutch,Tiktok,App,"['Activity', 'Follower List', 'App']",[],"['Activity', 'Follower List', 'App']",static,number,,
675,Output_TT_structure_tiktok_takeout_dutch,Tiktok,IsFastLane,"['Activity', 'Follower List', 'IsFastLane']",[],"['Activity', 'Follower List', 'IsFastLane']",static,boolean,,
676,Output_TT_structure_tiktok_takeout_dutch,Tiktok,App,"['Activity', 'Following List', 'App']",[],"['Activity', 'Following List', 'App']",static,number,,
677,Output_TT_structure_tiktok_takeout_dutch,Tiktok,IsFastLane,"['Activity', 'Following List', 'IsFastLane']",[],"['Activity', 'Following List', 'IsFastLane']",static,boolean,,
678,Output_TT_structure_tiktok_takeout_dutch,Tiktok,App,"['Activity', 'Like List', 'App']",[],"['Activity', 'Like List', 'App']",static,number,,
679,Output_TT_structure_tiktok_takeout_dutch,Tiktok,AdInterestCategories,"['Ads and data', 'Ad Interests', 'AdInterestCategories']",[],"['Ads and data', 'Ad Interests', 'AdInterestCategories']",static,string,,
680,Output_TT_structure_tiktok_takeout_dutch,Tiktok,App,"['App Settings', 'Block', 'App']",[],"['App Settings', 'Block', 'App']",static,number,,
681,Output_TT_structure_tiktok_takeout_dutch,Tiktok,App,"['App Settings', 'Settings', 'App']",[],"['App Settings', 'Settings', 'App']",static,number,,
682,Output_TT_structure_tiktok_takeout_dutch,Tiktok,App,"['Comment', 'Comments', 'App']",[],"['Comment', 'Comments', 'App']",static,number,,
683,Output_TT_structure_tiktok_takeout_dutch,Tiktok,CreateDate,"['Profile', 'AIMoji', 'CreateDate']",[],"['Profile', 'AIMoji', 'CreateDate']",static,string,,
684,Output_TT_structure_tiktok_takeout_dutch,Tiktok,PhoneNumber,"['Profile', 'Auto Fill', 'PhoneNumber']",[],"['Profile', 'Auto Fill', 'PhoneNumber']",static,string,,
685,Output_TT_structure_tiktok_takeout_dutch,Tiktok,Email,"['Profile', 'Auto Fill', 'Email']",[],"['Profile', 'Auto Fill', 'Email']",static,string,,
686,Output_TT_structure_tiktok_takeout_dutch,Tiktok,FirstName,"['Profile', 'Auto Fill', 'FirstName']",[],"['Profile', 'Auto Fill', 'FirstName']",static,string,,
687,Output_TT_structure_tiktok_takeout_dutch,Tiktok,LastName,"['Profile', 'Auto Fill', 'LastName']",[],"['Profile', 'Auto Fill', 'LastName']",static,string,,
688,Output_TT_structure_tiktok_takeout_dutch,Tiktok,Address,"['Profile', 'Auto Fill', 'Address']",[],"['Profile', 'Auto Fill', 'Address']",static,string,,
689,Output_TT_structure_tiktok_takeout_dutch,Tiktok,ZipCode,"['Profile', 'Auto Fill', 'ZipCode']",[],"['Profile', 'Auto Fill', 'ZipCode']",static,string,,
690,Output_TT_structure_tiktok_takeout_dutch,Tiktok,Unit,"['Profile', 'Auto Fill', 'Unit']",[],"['Profile', 'Auto Fill', 'Unit']",static,string,,
691,Output_TT_structure_tiktok_takeout_dutch,Tiktok,City,"['Profile', 'Auto Fill', 'City']",[],"['Profile', 'Auto Fill', 'City']",static,string,,
692,Output_TT_structure_tiktok_takeout_dutch,Tiktok,State,"['Profile', 'Auto Fill', 'State']",[],"['Profile', 'Auto Fill', 'State']",static,string,,
693,Output_TT_structure_tiktok_takeout_dutch,Tiktok,Country,"['Profile', 'Auto Fill', 'Country']",[],"['Profile', 'Auto Fill', 'Country']",static,string,,
694,Output_TT_structure_tiktok_takeout_dutch,Tiktok,App,"['Profile', 'Profile Information', 'App']",[],"['Profile', 'Profile Information', 'App']",static,number,,
695,Output_TT_structure_tiktok_takeout_dutch,Tiktok,MostRecentModificationTimeInApp,"['Tiktok Live', 'Watch Live Settings', 'MostRecentModificationTimeInApp']",[],"['Tiktok Live', 'Watch Live Settings', 'MostRecentModificationTimeInApp']",static,string,,
696,Output_TT_structure_tiktok_takeout_dutch,Tiktok,MostRecentModificationTimeInWeb,"['Tiktok Live', 'Watch Live Settings', 'MostRecentModificationTimeInWeb']",[],"['Tiktok Live', 'Watch Live Settings', 'MostRecentModificationTimeInWeb']",static,string,,
697,Output_TT_structure_tiktok_takeout_dutch,Tiktok,note,"['Activity', 'Activity Summary', 'ActivitySummaryMap', 'note']",[],"['Activity', 'Activity Summary', 'ActivitySummaryMap', 'note']",static,string,,
698,Output_TT_structure_tiktok_takeout_dutch,Tiktok,videosCommentedOnSinceAccountRegistration,"['Activity', 'Activity Summary', 'ActivitySummaryMap', 'videosCommentedOnSinceAccountRegistration']",[],"['Activity', 'Activity Summary', 'ActivitySummaryMap', 'videosCommentedOnSinceAccountRegistration']",static,number,,
699,Output_TT_structure_tiktok_takeout_dutch,Tiktok,videosSharedSinceAccountRegistration,"['Activity', 'Activity Summary', 'ActivitySummaryMap', 'videosSharedSinceAccountRegistration']",[],"['Activity', 'Activity Summary', 'ActivitySummaryMap', 'videosSharedSinceAccountRegistration']",static,number,,
