,platform,final_path,final_path_emb
0,Instagram,security_and_login_information/login_and_profile_creation/logout_activity.json/account_history_logout_history/string_map_data/Cookie Name/timestamp,"[0.08128336071968079, 0.10763783752918243, -0.11433166265487671, -0.04359148442745209, 0.037216730415821075, 0.009002268314361572, 0.07488779723644257, 0.027644876390695572, -0.005952598061412573, -0.05754556506872177, 0.042379073798656464, 0.00749631691724062, 0.04108116030693054, 0.06413649767637253, -0.03391914442181587, 0.013291374780237675, -0.09811409562826157, 0.074046291410923, -0.04015195369720459, -0.022676365450024605, 0.04932417348027229, 0.004512697458267212, 0.011724639683961868, 0.06701017171144485, 0.008161386474967003, -0.015061556361615658, 0.07305537164211273, 0.011049536988139153, -0.044897619634866714, 0.023014552891254425, 0.015445582568645477, -0.03302599862217903, -0.03395533934235573, -0.036586008965969086, 0.02642163634300232, -0.04512641578912735, 0.07011029124259949, -0.038629911839962006, 0.036316487938165665, -0.08401589095592499, -0.019311469048261642, 0.019568419083952904, -0.04622969403862953, 0.024469856172800064, -0.07004114240407944, 0.04313940182328224, 0.04450058564543724, -0.09528758376836777, -0.05054743215441704, 0.09625992178916931, 0.0643613338470459, 0.022124262526631355, -0.02129320055246353, -0.02300441451370716, -0.05933700129389763, 0.05746205896139145, -0.07783260941505432, 0.00435242522507906, -0.018564268946647644, 0.09699033945798874, -0.05979202687740326, 0.031075263395905495, -0.023515714332461357, 0.02312016300857067, -0.001612770720385015, -0.048807546496391296, -0.003392505459487438, -0.07093104720115662, 0.05579685792326927, -0.0053694769740104675, -0.0718235969543457, -0.029513828456401825, -0.10163812339305878, -0.11011964827775955, 0.016163410618901253, -0.021107302978634834, -0.01078032236546278, -0.02294215001165867, -0.07488062977790833, -0.09796946495771408, -0.01990554668009281, -0.02074485644698143, -0.02919791452586651, 0.08617439866065979, -0.020259110257029533, -0.017522111535072327, -0.016002805903553963, 0.0027520963922142982, -0.00010801720054587349, 0.0038654969539493322, -0.01897342875599861, 0.0008265358046628535, -0.0012681451626121998, -0.014244986698031425, 0.008301399648189545, -0.011590864509344101, -0.09008743613958359, 0.044415589421987534, 0.03512420132756233, 0.03945401310920715, -0.044743455946445465, 0.042336806654930115, 0.024107497185468674, 0.03924446180462837, 0.10764642059803009, -0.010419503785669804, -0.0011587511980906129, -0.037963226437568665, -0.014364844188094139, 0.07591624557971954, 0.01124948263168335, 0.03916266933083534, -0.015910206362605095, 0.03379574790596962, 0.0928007960319519, 0.053250741213560104, -0.05102277919650078, 0.07696373760700226, 0.031802959740161896, 0.10695584863424301, 0.14826257526874542, -0.039244309067726135, 0.011741351336240768, -0.016148924827575684, -0.06182665750384331, -0.06653041392564774, 0.07996822893619537, -1.3567783549221314e-33, 0.12328856438398361, 0.030746888369321823, 0.0084273936226964, 0.05262702703475952, 0.030047768726944923, 0.040077365934848785, -0.04574882239103317, -0.04382861405611038, 0.08261971920728683, 0.01914665289223194, -0.0118362195789814, 0.06268246471881866, 0.015515913255512714, -0.02675195224583149, -0.004572562873363495, 0.05451198294758797, 0.035508666187524796, 0.026277713477611542, 0.08372194319963455, 0.01857895776629448, 0.02326112799346447, 0.04366506263613701, 0.00030043249716982245, -0.0073575908318161964, 0.10169250518083572, 0.017195643857121468, 0.005941317416727543, 0.03372056037187576, -0.10162772238254547, -0.02877296507358551, 0.059875890612602234, -0.027236780151724815, -0.041348960250616074, -0.011508485302329063, 0.1450665295124054, 0.07495583593845367, 0.03970756754279137, 0.014652515761554241, -0.052670009434223175, -0.07142138481140137, 0.04393512383103371, -0.029671238735318184, -0.09359969943761826, -0.05030806362628937, -0.06281683593988419, -0.06231831759214401, -0.024497104808688164, 0.00705962348729372, 0.02935740351676941, 0.04136605188250542, -0.02997620217502117, 0.011196444742381573, 3.0302053346531466e-05, -0.08015863597393036, -0.05362262204289436, -0.040045514702796936, -0.017927002161741257, -0.032044071704149246, -0.0715281292796135, -0.006540793925523758, 0.015993325039744377, 0.012024916708469391, 0.03126092627644539, -0.13073721528053284, -0.04286925867199898, -0.008595667779445648, 0.044939350336790085, 0.00045030954061076045, 0.022134438157081604, -0.010882397182285786, -0.028363769873976707, 0.017837930470705032, 0.07519219070672989, 0.025359326973557472, -0.06158028170466423, -0.004332354292273521, 0.01317271962761879, 0.08859343081712723, -0.048596642911434174, 0.04195087030529976, 0.03292284905910492, -0.060402337461709976, -0.10707667469978333, -0.014917508698999882, -0.05389293283224106, 0.033926624804735184, 0.022250883281230927, 0.0044875480234622955, -0.06868336349725723, 0.04804125055670738, -0.07664589583873749, 0.004404173232614994, 0.07543405890464783, 0.011942515149712563, -0.11112431436777115, -2.0461567515244547e-33, -0.052609123289585114, -0.07306292653083801, -0.000523713359143585, -0.04194098711013794, 0.013469546101987362, -0.021397320553660393, 0.08344188332557678, 0.06635311245918274, -0.06605386734008789, 0.05328606814146042, 0.01804940029978752, -0.0759429931640625, 0.05209564045071602, -0.061634715646505356, 0.037289317697286606, 0.07196736335754395, -0.026671312749385834, 0.014458097517490387, -0.03378400579094887, -0.029714515432715416, -0.10085705667734146, 0.12852488458156586, -0.05869767814874649, 0.010112849064171314, 0.03610176220536232, -0.00847802497446537, 0.017271781340241432, -0.031858641654253006, -0.04625177010893822, -0.030230917036533356, -0.0013114397879689932, -0.007206342648714781, -0.015422802418470383, 0.005282234866172075, -0.04687320813536644, -0.014808209612965584, -0.04891694709658623, 0.06013737991452217, -0.006762255914509296, -0.02109520696103573, 0.03954373300075531, 0.0815218910574913, -0.0016703391447663307, 0.007348659448325634, 0.006485236808657646, 0.08046615123748779, 0.020683487877249718, 0.028847824782133102, -0.02957063727080822, 0.08776003122329712, 0.07432406395673752, -0.07527352124452591, 0.04012221470475197, -0.040186647325754166, 0.019189251586794853, 0.017650127410888672, 0.06463033705949783, -0.05120404437184334, 0.027118101716041565, -0.07243834435939789, -0.03171343728899956, -0.07338176667690277, -0.020379304885864258, 0.12474564462900162, -0.0004754298133775592, -0.07032546401023865, -0.00555977551266551, 0.020087355747818947, -0.023423129692673683, -0.07734079658985138, -0.005314400885254145, -0.029156526550650597, 0.07133711129426956, 0.0478314608335495, -0.016768762841820717, -0.05653925612568855, 0.00884491577744484, -0.09533187001943588, -0.05244172364473343, 0.002771529834717512, -0.018652111291885376, 0.017286472022533417, -0.09822314232587814, 0.037916868925094604, 0.015430396422743797, -0.00014656060375273228, -0.06826379895210266, 0.08208443224430084, 0.022127050906419754, -0.017046621069312096, 0.0058313715271651745, 0.05465094372630119, -0.13743600249290466, -0.032609257847070694, -0.03140953928232193, -2.824212863572484e-08, 0.05712287127971649, -0.004144991282373667, 0.06571764498949051, 0.06306515634059906, 0.034687589854002, 0.024187160655856133, 0.05376897379755974, 0.04891852289438248, 0.0007895394810475409, -0.05878666415810585, 0.02854147180914879, 0.05079977959394455, -0.06188438832759857, -0.05784979462623596, -0.10041608661413193, -0.02831234782934189, -0.024201013147830963, 0.020263787358999252, 0.02926943637430668, -0.013074415735900402, -0.08737043291330338, -0.030288835987448692, -0.029908087104558945, -0.004396764561533928, -0.01609101891517639, 0.07529128342866898, -0.0005347768892534077, 0.07810427993535995, -0.004151220433413982, -0.003661161521449685, 0.05496815964579582, 0.02468256652355194, 0.019943783059716225, -0.07779879868030548, -0.09823697060346603, -0.01655242033302784, -0.00012716816854663193, -0.04214691370725632, -0.07043758034706116, -0.015029031783342361, -0.004505906254053116, 0.01240767166018486, 0.07708434760570526, 0.027843603864312172, -0.06816229224205017, -0.018783418461680412, -0.012759868055582047, 0.038091763854026794, 0.02108042500913143, -0.03466355428099632, -0.07727289199829102, -0.006983788218349218, 0.0634266585111618, 0.06891070306301117, -0.012682137079536915, -0.03682267665863037, 0.04392101243138313, -0.015115038491785526, 0.027391323819756508, -0.035326335579156876, 0.03177745267748833, 0.03777995705604553, -0.010710000991821289, -0.001385457580909133]"
1,Instagram,your_instagram_activity/monetization/eligibility.json/monetization_eligibility/title,"[-0.035651978105306625, 0.0009111306862905622, -0.029794929549098015, -0.015218094922602177, 0.07923820614814758, -0.04363146796822548, 0.06199667602777481, 0.012728193774819374, -0.008437225595116615, -0.033838145434856415, 0.10948880016803741, -0.038108941167593, 0.04909911006689072, 0.02574535459280014, 0.04182229936122894, -0.014164372347295284, 0.0012982789194211364, -0.012799945659935474, -0.05414294824004173, -0.035688407719135284, 0.016895422711968422, -0.03475583717226982, -0.015951965004205704, 0.013720695860683918, 0.0030698676127940416, -0.013137033209204674, -0.0030731346923857927, 0.04591408744454384, -0.010110815055668354, 0.0015379070537164807, 0.026365263387560844, 0.010590591467916965, 0.07765359431505203, -0.012396113947033882, 0.03942202776670456, -0.057615987956523895, -0.037531059235334396, -0.15290312469005585, 0.02329964004456997, -0.05205080285668373, 0.01688181608915329, -0.04472222551703453, -0.04850997403264046, -0.02091723121702671, 0.002823061542585492, -0.01389291137456894, 0.01768764853477478, -0.009336152113974094, -0.01921994239091873, 0.05335061252117157, 0.029640916734933853, -0.0374922901391983, -0.026853568851947784, 0.029504921287298203, -0.05832230672240257, -0.012498361058533192, -0.06277348101139069, -0.019709253683686256, -0.02406134456396103, 0.05543670058250427, 0.1052275151014328, -0.0019219480454921722, -0.049382612109184265, 0.10738857835531235, -0.06361357122659683, -0.037897076457738876, -0.051257386803627014, 0.055539194494485855, -0.017956340685486794, -0.0032887146808207035, 0.066835917532444, -0.01399014238268137, -0.1534542590379715, 0.03714611008763313, 0.039258696138858795, -0.06813293695449829, 0.0015292898751795292, -0.06406442821025848, -0.06352105736732483, -0.04143331199884415, -0.058296848088502884, -0.05635950714349747, -0.014807636849582195, 0.051976632326841354, 0.03241971135139465, -0.015557633712887764, -0.00430295430123806, -0.007602840196341276, -0.03416312485933304, 0.023397058248519897, -0.009410991333425045, 0.03209017217159271, -0.01396475825458765, -0.031888384371995926, -0.10376963019371033, 0.04427509754896164, -0.12850716710090637, -0.056155022233724594, -0.04072367399930954, 0.0761452168226242, -0.03566644713282585, 0.019274050369858742, -0.048264142125844955, 0.06946981698274612, 0.02987365424633026, 0.018405525013804436, 0.019663752987980843, 0.08030419796705246, 0.03106832690536976, 0.09066393971443176, -0.03447958081960678, -0.010906312614679337, -0.014962940476834774, 0.030905315652489662, 0.0007210565381683409, 0.07984120398759842, -0.02932077832520008, 0.08749247342348099, 0.15995976328849792, 0.013695970177650452, 0.09898387640714645, -0.015326524153351784, 0.017606379464268684, -0.05497755855321884, -0.08319087326526642, -0.08683931827545166, -0.07522150874137878, -2.6062768709553976e-33, 0.07069855183362961, 0.03239256516098976, 0.036282967776060104, -0.013002634048461914, -0.008650404401123524, 0.019276587292551994, -0.012488878332078457, 0.027228349819779396, -0.01200961135327816, -0.019882304593920708, 0.025469470769166946, 0.0073734475299716, 0.015378943644464016, 0.07091650366783142, 0.03188614547252655, -0.050790440291166306, 0.009601667523384094, 0.06808692216873169, 0.08430252224206924, 0.067578986287117, 0.08371546864509583, -0.035526737570762634, -0.05289606750011444, 0.07181846350431442, 0.035055194050073624, 0.02868572622537613, 0.014544762670993805, 0.0028698062524199486, -0.05751226469874382, 0.03027859702706337, 0.025155529379844666, 0.03437646105885506, 0.03131026774644852, -0.06890407204627991, 0.09744869917631149, -0.03482101485133171, 0.01905614510178566, -0.04884220287203789, -0.010224070399999619, -0.022052930667996407, 0.004026022739708424, -0.011043913662433624, -0.06995821744203568, -0.07698012888431549, -0.09267080575227737, 0.11848171800374985, 0.05242912098765373, 0.023966576904058456, 0.06204590946435928, 0.01611396111547947, 0.008785407990217209, 0.005179437343031168, -0.021364202722907066, -0.08481542766094208, -0.043417129665613174, -0.044256508350372314, -0.05934752896428108, -0.028278933838009834, 0.000772519619204104, -0.09946928173303604, 0.05627016723155975, 0.010569000616669655, -0.0075269122608006, -0.009099802933633327, -0.07011023163795471, 0.0017662931932136416, -0.032285578548908234, -0.05221482366323471, 0.03592764213681221, 0.03016860969364643, -0.0878036692738533, 0.04140142351388931, -0.01963787153363228, -0.0008088140748441219, 0.06242397800087929, -0.02748255617916584, -0.039341848343610764, 0.05496257543563843, -0.023986397311091423, 0.035464901477098465, 0.009263974614441395, -0.0708051398396492, -0.05399101972579956, -0.020285524427890778, -0.0297198798507452, 0.05276522412896156, 0.011026258580386639, -0.02813880145549774, 0.018381990492343903, 0.014431694522500038, -0.018998930230736732, 0.05640057474374771, -0.07640321552753448, 0.021520888432860374, -0.11876539140939713, -7.426605249537243e-34, -0.041941992938518524, -0.057733770459890366, 0.012906965799629688, -0.09974441677331924, 0.09340626001358032, -0.0073835779912769794, 0.0653071478009224, 0.09870488196611404, 0.11026445031166077, 0.09042426198720932, -0.0235173087567091, -0.03175125643610954, -0.022603090852499008, -0.023135844618082047, 0.01040999498218298, -0.02516241930425167, -0.06224733591079712, -0.053753599524497986, -0.06905809789896011, -0.00860622525215149, -0.12965717911720276, 0.08464007079601288, 0.05061448737978935, -0.0063843801617622375, 0.019636068493127823, -0.023882754147052765, 0.09336106479167938, 0.05070524290204048, 0.03535924106836319, -0.004504816140979528, -0.0010840916074812412, -0.03200257569551468, -0.0806962177157402, 0.021711790934205055, -0.015968818217515945, 0.018569068983197212, -0.048429347574710846, -0.060128290206193924, 0.016727924346923828, -0.05936314910650253, 0.06479772180318832, -0.023356998339295387, -0.008765841834247112, 0.06542966514825821, -0.05082973837852478, -0.0231858491897583, 0.027391262352466583, 0.02865610271692276, -0.027687642723321915, -0.015840686857700348, 0.044518906623125076, -0.021116722375154495, 0.02841494232416153, 0.06833518296480179, 0.011758260428905487, 0.030470291152596474, 0.10874132812023163, -0.012006656266748905, -0.013750709593296051, -0.06517390161752701, -0.03264869749546051, 0.02043297328054905, -0.04511800408363342, 0.08281636983156204, 0.0038381791673600674, -0.12420497834682465, 0.06435149908065796, -0.0052397530525922775, -0.02833498641848564, -0.05073193460702896, -0.05574899539351463, -0.030383236706256866, 0.03715386614203453, -0.04248476028442383, 0.0051538459956645966, -0.04346053674817085, 0.055284515023231506, -0.024872122332453728, -0.0016723221633583307, -0.059845030307769775, -0.052188143134117126, 0.01846754550933838, -0.032768603414297104, 0.009322227910161018, 0.07941669225692749, -0.013593918643891811, -0.04095835983753204, 0.047834474593400955, 0.04992365464568138, 0.03738195449113846, -0.004268048796802759, 0.046976491808891296, 0.010268674232065678, -0.00029564695432782173, -0.04940613731741905, -2.3548611949308906e-08, -0.008618154563009739, 0.026605060324072838, 0.03829493746161461, 0.11300653964281082, 0.0053538065403699875, 0.023723844438791275, 0.03338915854692459, -0.022151660174131393, 0.097189761698246, -0.022401969879865646, 0.0069910394959151745, 0.06382504105567932, -0.06809869408607483, -0.058510445058345795, -0.06652730703353882, -0.08056023716926575, 0.020713727921247482, 0.08202694356441498, 0.02120612934231758, 0.04921829700469971, -0.06511435657739639, -0.002110908040776849, 0.024678945541381836, -0.14739780128002167, -0.03007529303431511, 0.00970202125608921, -0.025478292256593704, 0.042500533163547516, -0.036583732813596725, -0.038196172565221786, 0.045858610421419144, 0.0018873082008212805, 0.037953536957502365, -0.024155670776963234, -0.019328530877828598, 0.020246688276529312, -0.033756837248802185, -0.04582369700074196, -0.03347783163189888, -0.08399387449026108, 0.04061898961663246, 0.03158053383231163, 0.07122617214918137, 0.04213665425777435, 0.0028233241755515337, 0.02219272591173649, -0.016247885301709175, -0.020135479047894478, 0.04067177698016167, -0.03989240899682045, -0.0916099026799202, -0.08610514551401138, 0.04208960384130478, 0.03178950771689415, -0.025126686319708824, -0.0030839028768241405, 0.024281419813632965, -0.02770313434302807, 0.018086913973093033, 0.01277927402406931, 0.2008070945739746, 0.04710980877280235, -0.0017782347276806831, 0.04400758072733879]"
2,Instagram,your_instagram_activity/threads/personal_information.json/text_post_app_text_post_app_profile/media_map_data/Profile Photo/text_app_post/geo_gated_country_list,"[0.059185270220041275, -0.005287212319672108, 0.012133858166635036, -0.059509411454200745, 0.069747693836689, -0.07334910333156586, 0.05750530958175659, 0.03093360923230648, -0.010285106487572193, 0.009144230745732784, 0.10590285807847977, -0.028841979801654816, 0.02467341721057892, 0.029514256864786148, 0.04046551510691643, 0.02808198519051075, -0.047856055200099945, -0.04706067219376564, -0.06556630879640579, -0.06340494006872177, 0.02362838387489319, 0.043135371059179306, 0.043622370809316635, 0.05360715836286545, -0.027202049270272255, -0.008338379673659801, -0.004176873713731766, 0.04027257859706879, -0.030506517738103867, 0.017310557886958122, -0.018608860671520233, -0.019953902810811996, -0.014413340017199516, 0.019857583567500114, 0.040741972625255585, -0.04227869212627411, -0.0362548753619194, -0.11683620512485504, -0.0001326469355262816, -0.018707016482949257, 0.056995224207639694, 0.005077592562884092, -0.013982366770505905, 0.005723029375076294, -0.03644523024559021, 0.0005932837957516313, 0.0379406213760376, 0.03187546506524086, 0.005749101284891367, 0.024522969499230385, -0.025578761473298073, -0.006758648436516523, -0.09129580855369568, -0.0645635575056076, -0.04630231484770775, 0.04853743314743042, -0.03132414445281029, 0.031933918595314026, 0.026605205610394478, 0.1012386754155159, 0.10004542768001556, -0.015966475009918213, -0.023297898471355438, 0.08166757971048355, 0.012845806777477264, -0.05038889870047569, -0.00970272533595562, 0.048285000026226044, -0.009294558316469193, -0.07185966521501541, 0.08729439228773117, 0.0153053542599082, -0.11177054792642593, 0.012797245755791664, 0.026784364134073257, -0.08452817797660828, -0.05274013802409172, -0.051349274814128876, -0.0808890089392662, -0.044243644922971725, 0.00630934676155448, -0.004028408322483301, 0.058123502880334854, 0.08780287951231003, 0.051892995834350586, -0.08351534605026245, -0.005510180722922087, -0.033628348261117935, -0.07956161350011826, -0.0007446407107636333, -0.002627260982990265, -0.052742548286914825, -0.025056924670934677, -0.014397083781659603, -0.0301071610301733, 0.06011158227920532, -0.10423684865236282, -0.019390873610973358, -0.10219242423772812, 0.02794112078845501, -0.02637256495654583, -0.004334826488047838, -0.03806046396493912, 0.07498807460069656, 0.006841593887656927, 0.00990332942456007, -0.03209691122174263, 0.03970281034708023, -0.06044658273458481, 0.05238813906908035, -0.018099775537848473, -0.01766909472644329, -0.04586651921272278, 0.016700539737939835, -0.013829244300723076, -0.019517119973897934, 0.03341282531619072, 0.07263568043708801, 0.038998302072286606, 0.11079009622335434, 0.035877641290426254, -0.08846881985664368, -0.08639848232269287, -0.05426942929625511, -0.11474186182022095, -0.06604085862636566, -0.01453828439116478, -4.184352139324402e-33, 0.07625853270292282, 0.003779335180297494, 0.1257917732000351, -0.009769601747393608, -0.05053340643644333, -0.03799480199813843, -0.07693049311637878, -0.03155561164021492, -0.015338803641498089, -0.04230963811278343, 0.046423185616731644, -0.057287637144327164, -0.025001032277941704, 0.02271621860563755, 0.035918671637773514, -0.015290961600840092, 0.01828310638666153, 0.057013120502233505, 0.023613503202795982, 0.0634242594242096, 0.04054221510887146, -0.04040771722793579, -0.07911095768213272, 0.01877460442483425, 0.050504084676504135, 0.07721966505050659, 0.08001352101564407, 0.02884662337601185, -0.10684102773666382, -0.0007976765045896173, -0.008072816766798496, 0.042796581983566284, 0.03656930476427078, 0.012686626985669136, 0.09962669014930725, -0.04528654366731644, 0.044428326189517975, -0.018437460064888, -0.04385972023010254, 0.05355067923665047, 0.034360650926828384, 0.035938654094934464, -0.08996724337339401, -0.04871148243546486, -0.007779122795909643, 0.06918035447597504, 0.012845859862864017, 0.03112831525504589, 0.0391775406897068, 0.04010426253080368, 0.04937556013464928, 0.03881236910820007, -0.0779346153140068, -0.04152826592326164, 0.03239314258098602, 0.018308669328689575, -0.04884461686015129, -0.05266473442316055, 0.03382590413093567, 0.0011602609883993864, 0.01777532882988453, 0.011314126662909985, 0.027928555384278297, -0.03546040132641792, 0.008070921525359154, -0.01659383811056614, -0.03234552964568138, -0.011790755204856396, 0.01621980592608452, -0.008430590853095055, -0.08729992061853409, 0.005338561721146107, 0.03799141198396683, 0.04832703247666359, 0.015532265417277813, 0.06435775756835938, -0.03988977149128914, -0.0129373949021101, -0.05390338599681854, 0.02170715667307377, -0.003223974956199527, -0.07242921739816666, -0.07266075909137726, -0.03310501575469971, -0.06119246780872345, 0.04610895738005638, 0.014834631234407425, -0.03210670128464699, 0.031495798379182816, 0.05513754114508629, -0.07178200036287308, 0.03303991258144379, -0.016086243093013763, -0.010549538768827915, -0.12137733399868011, 1.0416103197094292e-33, -0.036163751035928726, -0.044534578919410706, -0.005610914435237646, -0.0978408232331276, 0.12912696599960327, 0.0005662789917550981, 0.10742433369159698, 0.10609994828701019, 0.09043365716934204, 0.12456830590963364, -0.05477875843644142, -0.05141579732298851, -0.0073290676809847355, -0.017043553292751312, 0.07136519998311996, 0.05163557454943657, 0.02459929697215557, 0.00035182732972316444, -0.043243251740932465, 0.0237809419631958, -0.09074404090642929, 0.012722221203148365, 0.04936247318983078, 0.010111095383763313, -0.01653255708515644, -0.008675053715705872, 0.07454724609851837, -0.015905575826764107, 0.020259570330381393, -0.0005707841482944787, -0.03984437137842178, -0.015548935160040855, -0.02908732369542122, 0.03955887630581856, -0.04433249309659004, 0.04306415095925331, -0.04492215812206268, -0.014246583916246891, 0.0048314714804291725, -0.016470935195684433, 0.04942109435796738, -0.0362020879983902, -0.011671189218759537, 0.025665195658802986, -0.10499696433544159, -0.05741557478904724, 0.030970651656389236, 0.0011015130439773202, -0.05932948738336563, -0.0038813005667179823, 0.04625917226076126, 0.02784254588186741, 0.018012315034866333, 0.04617523401975632, 0.012093581259250641, 0.022667236626148224, 0.10143475234508514, 0.00140980479773134, 0.014462958090007305, -0.07468270510435104, -0.058600813150405884, -0.02249780111014843, -0.025900064036250114, 0.03468829393386841, 0.08067546784877777, -0.13866256177425385, 0.06519187986850739, -0.04732533171772957, -0.016386520117521286, -0.03138115629553795, -0.01750013418495655, 0.014554329216480255, 0.030576566234230995, -0.0053465585224330425, 0.04564378038048744, -0.024174058809876442, 0.028752526268363, 0.0029761914629489183, 0.0035194293595850468, -0.0004768501385115087, -0.015633897855877876, 0.03927772119641304, -0.07635437697172165, 0.02038482204079628, 0.07015926390886307, 0.05339374393224716, 0.0010425185319036245, 0.07999525219202042, 0.03520263731479645, 0.003911137115210295, -0.02917405031621456, 0.017447451129555702, -0.0384117029607296, -0.050901927053928375, -0.026330094784498215, -2.9108973009783767e-08, 0.018042458221316338, -0.040891002863645554, 0.025854408740997314, 0.1546109914779663, -0.03649093210697174, 0.00816373061388731, 0.043117523193359375, 0.023398427292704582, 0.1031670868396759, -0.008245120756328106, 0.03258999064564705, 0.08011877536773682, -0.016067419201135635, -0.02695564739406109, -0.09607958048582077, -0.10926315188407898, 0.04265015572309494, 0.08509094268083572, 0.036407221108675, 0.07459938526153564, -0.0420820489525795, -0.008835366927087307, 0.00596946757286787, -0.0740816593170166, 0.005556608084589243, -0.016885679215192795, -0.01136817317456007, 0.0046275295317173, 0.0028190999291837215, -0.031143756583333015, 0.08492502570152283, -0.08355207741260529, 0.002287530107423663, -0.04350274056196213, -0.05485444888472557, -0.013979930430650711, 0.001713002217002213, -0.0461893267929554, -0.042668454349040985, -0.07878006994724274, 0.025553015992045403, 0.008620986714959145, 0.09365859627723694, 0.04047510400414467, 0.02789408154785633, -0.007311678491532803, 0.03849053382873535, -0.006749313790351152, 0.02465083822607994, -0.008661681786179543, -0.18411894142627716, -0.0622413270175457, 0.01768920011818409, 0.00984796229749918, 0.03929668292403221, -0.007636749651283026, 0.05509738624095917, -0.0067560067400336266, -0.04117907956242561, 0.05027392506599426, 0.10522688925266266, 0.03730958700180054, -0.10267722606658936, 0.044784512370824814]"
