,platform,final_path,id,keepID
2506,Facebook,your_activity_across_facebook/pages/pages_you've_liked.json/page_likes_v2/name,your_activity_across_facebook:pages:pages_you've_liked:page_likes_v2:name,pages:pages_you've_liked:name
2507,Facebook,your_activity_across_facebook/pages/pages_you've_liked.json/page_likes_v2/timestamp,your_activity_across_facebook:pages:pages_you've_liked:page_likes_v2:timestamp,pages:pages_you've_liked:timestamp
2508,Facebook,your_activity_across_facebook/pages/pages_you've_liked.json/page_likes_v2/url,your_activity_across_facebook:pages:pages_you've_liked:page_likes_v2:url,pages:pages_you've_liked:url
2509,Facebook,your_activity_across_facebook/polls/polls_you_voted_on.json/poll_votes_v2/timestamp,your_activity_across_facebook:polls:polls_you_voted_on:poll_votes_v2:timestamp,your_facebook_activity:polls:polls_you_voted_on:poll_votes_v2:timestamp
2510,Facebook,your_activity_across_facebook/polls/polls_you_voted_on.json/poll_votes_v2/title,your_activity_across_facebook:polls:polls_you_voted_on:poll_votes_v2:title,your_facebook_activity:polls:polls_you_voted_on:poll_votes_v2:title
2511,Facebook,your_activity_across_facebook/other_activity/your_recently_followed_history.json/label_values/label,your_activity_across_facebook:other_activity:your_recently_followed_history:label_values:label,your_facebook_activity:other_activity:your_recently_followed_history:label_values:label
2528,Facebook,your_activity_across_facebook/groups/your_comments_in_groups.json/group_comments_v2/timestamp,your_activity_across_facebook:groups:your_comments_in_groups:group_comments_v2:timestamp,groups:your_comments_in_groups:group_comments_v2:timestamp
2533,Facebook,your_activity_across_facebook/comments_and_reactions/comments.json/comments_v2/timestamp,your_activity_across_facebook:comments_and_reactions:comments:comments_v2:timestamp,comments_and_reactions:comments:comments_v2:timestamp
2542,Facebook,your_activity_across_facebook/posts/your_posts__check_ins__photos_and_videos_1.json/data/post,your_activity_across_facebook:posts:your_posts__check_ins__photos_and_videos_1:data:post,your_facebook_activity:posts:your_posts__check_ins__photos_and_videos_1:data:post
2567,Facebook,your_activity_across_facebook/groups/group_posts_and_comments.json/group_posts_v2/data/post,your_activity_across_facebook:groups:group_posts_and_comments:group_posts_v2:data:post,groups:group_posts_and_comments:post
2568,Facebook,your_activity_across_facebook/groups/your_group_membership_activity.json/groups_joined_v2/data/name,your_activity_across_facebook:groups:your_group_membership_activity:groups_joined_v2:data:name,groups:your_group_membership_activity:name
2569,Facebook,your_activity_across_facebook/pages/pages_and_profiles_you_follow.json/pages_followed_v2/data/name,your_activity_across_facebook:pages:pages_and_profiles_you_follow:pages_followed_v2:data:name,pages:pages_and_profiles_you_follow:name
2572,Facebook,your_activity_across_facebook/comments_and_reactions/likes_and_reactions_1.json/data/reaction/reaction,your_activity_across_facebook:comments_and_reactions:likes_and_reactions_1:data:reaction:reaction,comments_and_reactions:likes_and_reactions_1:reaction
2574,Facebook,your_activity_across_facebook/other_activity/your_recently_followed_history.json/label_values/vec/dict/label,your_activity_across_facebook:other_activity:your_recently_followed_history:label_values:vec:dict:label,your_facebook_activity:other_activity:your_recently_followed_history:label_values:vec:dict:label
2575,Facebook,your_activity_across_facebook/other_activity/your_recently_followed_history.json/label_values/vec/dict/value,your_activity_across_facebook:other_activity:your_recently_followed_history:label_values:vec:dict:value,your_facebook_activity:other_activity:your_recently_followed_history:label_values:vec:dict:value
2576,Facebook,your_activity_across_facebook/groups/your_comments_in_groups.json/group_comments_v2/data/comment/timestamp,your_activity_across_facebook:groups:your_comments_in_groups:group_comments_v2:data:comment:timestamp,groups:your_comments_in_groups:comment:timestamp
2577,Facebook,your_activity_across_facebook/groups/your_comments_in_groups.json/group_comments_v2/data/comment/comment,your_activity_across_facebook:groups:your_comments_in_groups:group_comments_v2:data:comment:comment,groups:your_comments_in_groups:comment
2579,Facebook,your_activity_across_facebook/groups/your_comments_in_groups.json/group_comments_v2/data/comment/group,your_activity_across_facebook:groups:your_comments_in_groups:group_comments_v2:data:comment:group,groups:your_comments_in_groups:group
2580,Facebook,your_activity_across_facebook/comments_and_reactions/comments.json/comments_v2/data/comment/timestamp,your_activity_across_facebook:comments_and_reactions:comments:comments_v2:data:comment:timestamp,comments_and_reactions:comments:comment:timestamp
2581,Facebook,your_activity_across_facebook/comments_and_reactions/comments.json/comments_v2/data/comment/comment,your_activity_across_facebook:comments_and_reactions:comments:comments_v2:data:comment:comment,comments_and_reactions:comments:comment
2583,Facebook,your_activity_across_facebook/posts/your_posts__check_ins__photos_and_videos_1.json/attachments/data/external_context/url,your_activity_across_facebook:posts:your_posts__check_ins__photos_and_videos_1:attachments:data:external_context:url,your_facebook_activity:posts:your_posts__check_ins__photos_and_videos_1:attachments:data:external_context:url
2592,Facebook,logged_information/your_interactions_on_facebook/recently_viewed.json/recently_viewed/children/entries/data/watch_time,your_interactions_on_facebook:recently_viewed:watch_time,interactions:recently_viewed:watch_time
2593,Facebook,your_activity_across_facebook/polls/polls_you_voted_on.json/poll_votes_v2/attachments/data/poll/options/option,your_activity_across_facebook:polls:polls_you_voted_on:attachments:data:poll:options:option,your_facebook_activity:polls:polls_you_voted_on:attachments:data:poll:options:option
2594,Facebook,your_activity_across_facebook/polls/polls_you_voted_on.json/poll_votes_v2/attachments/data/poll/options/voted,your_activity_across_facebook:polls:polls_you_voted_on:attachments:data:poll:options:voted,your_facebook_activity:polls:polls_you_voted_on:attachments:data:poll:options:voted
3074,Facebook,personal_information/profile_information/preferences/preferences/privacy_settings.json/media,profile_information:preferences:preferences:privacy_settings:media,preferences:preferences:privacy_settings:media
3075,Facebook,personal_information/profile_information/preferences/preferences/privacy_settings.json/fbid,profile_information:preferences:preferences:privacy_settings:fbid,preferences:preferences:privacy_settings:fbid
3076,Facebook,personal_information/profile_information/preferences/preferences/your_story_highlights.json/media,profile_information:preferences:preferences:your_story_highlights:media,preferences:preferences:your_story_highlights:media
3077,Facebook,personal_information/profile_information/preferences/preferences/your_story_highlights.json/fbid,profile_information:preferences:preferences:your_story_highlights:fbid,preferences:preferences:your_story_highlights:fbid
3086,Facebook,personal_information/profile_information/preferences/preferences/reels_preferences.json/media,profile_information:preferences:preferences:reels_preferences:media,preferences:preferences:reels_preferences:media
3087,Facebook,personal_information/profile_information/preferences/preferences/reels_preferences.json/fbid,profile_information:preferences:preferences:reels_preferences:fbid,preferences:preferences:reels_preferences:fbid
3090,Facebook,personal_information/profile_information/preferences/preferences/your_watch_settings.json/media,profile_information:preferences:preferences:your_watch_settings:media,preferences:preferences:your_watch_settings:media
3091,Facebook,personal_information/profile_information/preferences/preferences/your_watch_settings.json/fbid,profile_information:preferences:preferences:your_watch_settings:fbid,preferences:preferences:your_watch_settings:fbid
3095,Facebook,personal_information/profile_information/preferences/feed/snooze.json/media,profile_information:preferences:feed:snooze:media,feed:snooze:media
3096,Facebook,personal_information/profile_information/preferences/feed/snooze.json/fbid,profile_information:preferences:feed:snooze:fbid,feed:snooze:fbid
3115,Facebook,personal_information/profile_information/your_facebook_activity/other_activity/your_recently_followed_history.json/media,profile_information:your_facebook_activity:other_activity:your_recently_followed_history:media,your_facebook_activity:other_activity:your_recently_followed_history:media
3116,Facebook,personal_information/profile_information/your_facebook_activity/other_activity/your_recently_followed_history.json/fbid,profile_information:your_facebook_activity:other_activity:your_recently_followed_history:fbid,your_facebook_activity:other_activity:your_recently_followed_history:fbid
3123,Facebook,personal_information/profile_information/your_facebook_activity/other_activity/your_information_download_requests.json/timestamp,profile_information:your_facebook_activity:other_activity:your_information_download_requests:timestamp,your_facebook_activity:other_activity:your_information_download_requests:timestamp
3128,Facebook,personal_information/profile_information/your_facebook_activity/other_activity/your_video_consumption_summary.json/media,profile_information:your_facebook_activity:other_activity:your_video_consumption_summary:media,other_activity:your_video_consumption_summary:media
3129,Facebook,personal_information/profile_information/your_facebook_activity/other_activity/your_video_consumption_summary.json/fbid,profile_information:your_facebook_activity:other_activity:your_video_consumption_summary:fbid,other_activity:your_video_consumption_summary:fbid
3133,Facebook,personal_information/profile_information/your_facebook_activity/comments_and_reactions/your_comment_active_days.json/media,profile_information:your_facebook_activity:comments_and_reactions:your_comment_active_days:media,comments_and_reactions:your_comment_active_days:media
3134,Facebook,personal_information/profile_information/your_facebook_activity/comments_and_reactions/your_comment_active_days.json/fbid,profile_information:your_facebook_activity:comments_and_reactions:your_comment_active_days:fbid,comments_and_reactions:your_comment_active_days:fbid
3199,Facebook,personal_information/profile_information/your_facebook_activity/posts/posts_on_other_pages_and_profiles.json/timestamp,profile_information:your_facebook_activity:posts:posts_on_other_pages_and_profiles:timestamp,your_facebook_activity:posts:posts_on_other_pages_and_profiles:timestamp
3200,Facebook,personal_information/profile_information/your_facebook_activity/posts/posts_on_other_pages_and_profiles.json/media,profile_information:your_facebook_activity:posts:posts_on_other_pages_and_profiles:media,your_facebook_activity:posts:posts_on_other_pages_and_profiles:media
3201,Facebook,personal_information/profile_information/your_facebook_activity/posts/posts_on_other_pages_and_profiles.json/fbid,profile_information:your_facebook_activity:posts:posts_on_other_pages_and_profiles:fbid,your_facebook_activity:posts:posts_on_other_pages_and_profiles:fbid
3202,Facebook,personal_information/profile_information/your_facebook_activity/posts/content_sharing_links_you_have_created.json/timestamp,profile_information:your_facebook_activity:posts:content_sharing_links_you_have_created:timestamp,your_facebook_activity:posts:content_sharing_links_you_have_created:timestamp
3203,Facebook,personal_information/profile_information/your_facebook_activity/posts/content_sharing_links_you_have_created.json/media,profile_information:your_facebook_activity:posts:content_sharing_links_you_have_created:media,your_facebook_activity:posts:content_sharing_links_you_have_created:media
3204,Facebook,personal_information/profile_information/your_facebook_activity/posts/content_sharing_links_you_have_created.json/fbid,profile_information:your_facebook_activity:posts:content_sharing_links_you_have_created:fbid,your_facebook_activity:posts:content_sharing_links_you_have_created:fbid
3207,Facebook,personal_information/profile_information/your_facebook_activity/other_activity/time_spent_on_facebook.json/timestamp,profile_information:your_facebook_activity:other_activity:time_spent_on_facebook:timestamp,other_activity:time_spent_on_facebook:timestamp
3208,Facebook,personal_information/profile_information/your_facebook_activity/other_activity/time_spent_on_facebook.json/media,profile_information:your_facebook_activity:other_activity:time_spent_on_facebook:media,other_activity:time_spent_on_facebook:media
3209,Facebook,personal_information/profile_information/your_facebook_activity/other_activity/time_spent_on_facebook.json/fbid,profile_information:your_facebook_activity:other_activity:time_spent_on_facebook:fbid,other_activity:time_spent_on_facebook:fbid
3217,Facebook,personal_information/profile_information/your_facebook_activity/comments_and_reactions/likes_and_reactions_1.json/timestamp,profile_information:your_facebook_activity:comments_and_reactions:likes_and_reactions_1:timestamp,comments_and_reactions:likes_and_reactions_1:timestamp
3219,Facebook,personal_information/profile_information/your_facebook_activity/comments_and_reactions/your_comment_edits.json/timestamp,profile_information:your_facebook_activity:comments_and_reactions:your_comment_edits:timestamp,comments_and_reactions:your_comment_edits:timestamp
3220,Facebook,personal_information/profile_information/your_facebook_activity/comments_and_reactions/your_comment_edits.json/media,profile_information:your_facebook_activity:comments_and_reactions:your_comment_edits:media,comments_and_reactions:your_comment_edits:media
3221,Facebook,personal_information/profile_information/your_facebook_activity/comments_and_reactions/your_comment_edits.json/fbid,profile_information:your_facebook_activity:comments_and_reactions:your_comment_edits:fbid,comments_and_reactions:your_comment_edits:fbid
3241,Facebook,personal_information/profile_information/your_facebook_activity/posts/edits_you_made_to_posts.json/timestamp,profile_information:your_facebook_activity:posts:edits_you_made_to_posts:timestamp,posts:edits_you_made_to_posts:timestamp
3242,Facebook,personal_information/profile_information/your_facebook_activity/posts/edits_you_made_to_posts.json/media,profile_information:your_facebook_activity:posts:edits_you_made_to_posts:media,posts:edits_you_made_to_posts:media
3243,Facebook,personal_information/profile_information/your_facebook_activity/posts/edits_you_made_to_posts.json/fbid,profile_information:your_facebook_activity:posts:edits_you_made_to_posts:fbid,posts:edits_you_made_to_posts:fbid
3244,Facebook,personal_information/profile_information/your_facebook_activity/comments_and_reactions/likes_and_reactions.json/timestamp,profile_information:your_facebook_activity:comments_and_reactions:likes_and_reactions:timestamp,comments_and_reactions:likes_and_reactions:timestamp
3245,Facebook,personal_information/profile_information/your_facebook_activity/comments_and_reactions/likes_and_reactions.json/media,profile_information:your_facebook_activity:comments_and_reactions:likes_and_reactions:media,comments_and_reactions:likes_and_reactions:media
3246,Facebook,personal_information/profile_information/your_facebook_activity/comments_and_reactions/likes_and_reactions.json/fbid,profile_information:your_facebook_activity:comments_and_reactions:likes_and_reactions:fbid,comments_and_reactions:likes_and_reactions:fbid
3247,Facebook,personal_information/profile_information/your_facebook_activity/posts/your_posts__check_ins__photos_and_videos_1.json/timestamp,profile_information:your_facebook_activity:posts:your_posts__check_ins__photos_and_videos_1:timestamp,your_facebook_activity:posts:your_posts__check_ins__photos_and_videos_1:timestamp
3285,Facebook,personal_information/profile_information/preferences/preferences/privacy_settings.json/label_values/label,profile_information:preferences:preferences:privacy_settings:label_values:label,preferences:preferences:privacy_settings:label_values:label
3286,Facebook,personal_information/profile_information/preferences/preferences/your_story_highlights.json/label_values/label,profile_information:preferences:preferences:your_story_highlights:label_values:label,preferences:preferences:your_story_highlights:label_values:label
3287,Facebook,personal_information/profile_information/preferences/preferences/your_story_highlights.json/label_values/value,profile_information:preferences:preferences:your_story_highlights:label_values:value,preferences:preferences:your_story_highlights:label_values:value
3297,Facebook,personal_information/profile_information/preferences/preferences/reels_preferences.json/label_values/label,profile_information:preferences:preferences:reels_preferences:label_values:label,preferences:preferences:reels_preferences:label_values:label
3298,Facebook,personal_information/profile_information/preferences/preferences/reels_preferences.json/label_values/value,profile_information:preferences:preferences:reels_preferences:label_values:value,preferences:preferences:reels_preferences:label_values:value
3300,Facebook,personal_information/profile_information/preferences/preferences/video.json/watch_videos_v2/video_title,profile_information:preferences:preferences:video:watch_videos_v2:video_title,preferences:preferences:video:watch_videos_v2:video_title
3301,Facebook,personal_information/profile_information/preferences/preferences/video.json/watch_videos_v2/user_action,profile_information:preferences:preferences:video:watch_videos_v2:user_action,preferences:preferences:video:watch_videos_v2:user_action
3302,Facebook,personal_information/profile_information/preferences/preferences/video.json/watch_videos_v2/action_time,profile_information:preferences:preferences:video:watch_videos_v2:action_time,preferences:preferences:video:watch_videos_v2:action_time
3303,Facebook,personal_information/profile_information/preferences/preferences/video.json/watch_videos_v2/feedback_collection,profile_information:preferences:preferences:video:watch_videos_v2:feedback_collection,preferences:preferences:video:watch_videos_v2:feedback_collection
3304,Facebook,personal_information/profile_information/preferences/preferences/your_watch_settings.json/label_values/label,profile_information:preferences:preferences:your_watch_settings:label_values:label,preferences:preferences:your_watch_settings:label_values:label
3305,Facebook,personal_information/profile_information/preferences/preferences/your_watch_settings.json/label_values/value,profile_information:preferences:preferences:your_watch_settings:label_values:value,preferences:preferences:your_watch_settings:label_values:value
3308,Facebook,personal_information/profile_information/preferences/feed/controls.json/controls/name,profile_information:preferences:feed:controls:controls:name,feed:controls:controls:name
3309,Facebook,personal_information/profile_information/preferences/feed/controls.json/controls/description,profile_information:preferences:feed:controls:controls:description,feed:controls:description
3310,Facebook,personal_information/profile_information/preferences/feed/snooze.json/label_values/label,profile_information:preferences:feed:snooze:label_values:label,feed:snooze:label
3311,Facebook,personal_information/profile_information/preferences/feed/snooze.json/label_values/value,profile_information:preferences:feed:snooze:label_values:value,feed:snooze:value
3344,Facebook,personal_information/profile_information/your_facebook_activity/posts/your_videos.json/videos_v2/uri,profile_information:your_facebook_activity:posts:your_videos:videos_v2:uri,posts:your_videos:uri
3345,Facebook,personal_information/profile_information/your_facebook_activity/posts/your_videos.json/videos_v2/creation_timestamp,profile_information:your_facebook_activity:posts:your_videos:videos_v2:creation_timestamp,posts:your_videos:creation_timestamp
3346,Facebook,personal_information/profile_information/your_facebook_activity/posts/your_videos.json/videos_v2/title,profile_information:your_facebook_activity:posts:your_videos:videos_v2:title,posts:your_videos:title
3347,Facebook,personal_information/profile_information/your_facebook_activity/posts/your_videos.json/videos_v2/description,profile_information:your_facebook_activity:posts:your_videos:videos_v2:description,posts:your_videos:description
3348,Facebook,personal_information/profile_information/your_facebook_activity/posts/your_videos.json/videos_v2/dubbing_info,profile_information:your_facebook_activity:posts:your_videos:videos_v2:dubbing_info,posts:your_videos:dubbing_info
3349,Facebook,personal_information/profile_information/your_facebook_activity/posts/your_videos.json/videos_v2/media_variants,profile_information:your_facebook_activity:posts:your_videos:videos_v2:media_variants,posts:your_videos:media_variants
3352,Facebook,personal_information/profile_information/your_facebook_activity/other_activity/your_recently_followed_history.json/label_values/label,profile_information:your_facebook_activity:other_activity:your_recently_followed_history:label_values:label,your_facebook_activity:other_activity:your_recently_followed_history:label_values:label
3361,Facebook,personal_information/profile_information/your_facebook_activity/other_activity/your_video_consumption_summary.json/label_values/label,profile_information:your_facebook_activity:other_activity:your_video_consumption_summary:label_values:label,other_activity:your_video_consumption_summary:label
3364,Facebook,personal_information/profile_information/your_facebook_activity/comments_and_reactions/comments.json/comments_v2/timestamp,profile_information:your_facebook_activity:comments_and_reactions:comments:comments_v2:timestamp,comments_and_reactions:comments:comments_v2:timestamp
3366,Facebook,personal_information/profile_information/your_facebook_activity/comments_and_reactions/your_comment_active_days.json/label_values/label,profile_information:your_facebook_activity:comments_and_reactions:your_comment_active_days:label_values:label,comments_and_reactions:your_comment_active_days:label
3367,Facebook,personal_information/profile_information/your_facebook_activity/comments_and_reactions/your_comment_active_days.json/label_values/value,profile_information:your_facebook_activity:comments_and_reactions:your_comment_active_days:label_values:value,comments_and_reactions:your_comment_active_days:value
3368,Facebook,personal_information/profile_information/your_facebook_activity/groups/your_comments_in_groups.json/group_comments_v2/timestamp,profile_information:your_facebook_activity:groups:your_comments_in_groups:group_comments_v2:timestamp,groups:your_comments_in_groups:group_comments_v2:timestamp
3370,Facebook,personal_information/profile_information/your_facebook_activity/groups/your_group_membership_activity.json/groups_joined_v2/timestamp,profile_information:your_facebook_activity:groups:your_group_membership_activity:groups_joined_v2:timestamp,groups:your_group_membership_activity:timestamp
3371,Facebook,personal_information/profile_information/your_facebook_activity/groups/your_group_membership_activity.json/groups_joined_v2/title,profile_information:your_facebook_activity:groups:your_group_membership_activity:groups_joined_v2:title,groups:your_group_membership_activity:title
3378,Facebook,personal_information/profile_information/your_facebook_activity/saved_items_and_collections/your_saved_items.json/saves_v2/timestamp,profile_information:your_facebook_activity:saved_items_and_collections:your_saved_items:saves_v2:timestamp,saved_items_and_collections:your_saved_items:timestamp
3379,Facebook,personal_information/profile_information/your_facebook_activity/saved_items_and_collections/your_saved_items.json/saves_v2/title,profile_information:your_facebook_activity:saved_items_and_collections:your_saved_items:saves_v2:title,saved_items_and_collections:your_saved_items:title
3387,Facebook,personal_information/profile_information/your_facebook_activity/stories/story_reactions.json/stories_feedback_v2/title,profile_information:your_facebook_activity:stories:story_reactions:stories_feedback_v2:title,stories:story_reactions:title
3396,Facebook,personal_information/profile_information/your_facebook_activity/pages/pages_you've_liked.json/page_likes_v2/name,profile_information:your_facebook_activity:pages:pages_you've_liked:page_likes_v2:name,pages:pages_you've_liked:name
3397,Facebook,personal_information/profile_information/your_facebook_activity/pages/pages_you've_liked.json/page_likes_v2/timestamp,profile_information:your_facebook_activity:pages:pages_you've_liked:page_likes_v2:timestamp,pages:pages_you've_liked:timestamp
3398,Facebook,personal_information/profile_information/your_facebook_activity/pages/pages_you've_liked.json/page_likes_v2/url,profile_information:your_facebook_activity:pages:pages_you've_liked:page_likes_v2:url,pages:pages_you've_liked:url
3399,Facebook,personal_information/profile_information/your_facebook_activity/pages/pages_and_profiles_you_follow.json/pages_followed_v2/timestamp,profile_information:your_facebook_activity:pages:pages_and_profiles_you_follow:pages_followed_v2:timestamp,pages:pages_and_profiles_you_follow:timestamp
3400,Facebook,personal_information/profile_information/your_facebook_activity/pages/pages_and_profiles_you_follow.json/pages_followed_v2/title,profile_information:your_facebook_activity:pages:pages_and_profiles_you_follow:pages_followed_v2:title,pages:pages_and_profiles_you_follow:title
3424,Facebook,personal_information/profile_information/your_facebook_activity/posts/posts_on_other_pages_and_profiles.json/label_values/label,profile_information:your_facebook_activity:posts:posts_on_other_pages_and_profiles:label_values:label,your_facebook_activity:posts:posts_on_other_pages_and_profiles:label_values:label
3425,Facebook,personal_information/profile_information/your_facebook_activity/posts/posts_on_other_pages_and_profiles.json/label_values/value,profile_information:your_facebook_activity:posts:posts_on_other_pages_and_profiles:label_values:value,your_facebook_activity:posts:posts_on_other_pages_and_profiles:label_values:value
3426,Facebook,personal_information/profile_information/your_facebook_activity/posts/content_sharing_links_you_have_created.json/label_values/label,profile_information:your_facebook_activity:posts:content_sharing_links_you_have_created:label_values:label,your_facebook_activity:posts:content_sharing_links_you_have_created:label_values:label
3427,Facebook,personal_information/profile_information/your_facebook_activity/posts/content_sharing_links_you_have_created.json/label_values/value,profile_information:your_facebook_activity:posts:content_sharing_links_you_have_created:label_values:value,your_facebook_activity:posts:content_sharing_links_you_have_created:label_values:value
3428,Facebook,personal_information/profile_information/your_facebook_activity/posts/content_sharing_links_you_have_created.json/label_values/href,profile_information:your_facebook_activity:posts:content_sharing_links_you_have_created:label_values:href,your_facebook_activity:posts:content_sharing_links_you_have_created:label_values:href
3431,Facebook,personal_information/profile_information/your_facebook_activity/other_activity/time_spent_on_facebook.json/label_values/label,profile_information:your_facebook_activity:other_activity:time_spent_on_facebook:label_values:label,other_activity:time_spent_on_facebook:label_values:label
3437,Facebook,personal_information/profile_information/your_facebook_activity/comments_and_reactions/your_comment_edits.json/label_values/label,profile_information:your_facebook_activity:comments_and_reactions:your_comment_edits:label_values:label,comments_and_reactions:your_comment_edits:label
3438,Facebook,personal_information/profile_information/your_facebook_activity/comments_and_reactions/your_comment_edits.json/label_values/value,profile_information:your_facebook_activity:comments_and_reactions:your_comment_edits:label_values:value,comments_and_reactions:your_comment_edits:value
3453,Facebook,personal_information/profile_information/your_facebook_activity/posts/edits_you_made_to_posts.json/label_values/label,profile_information:your_facebook_activity:posts:edits_you_made_to_posts:label_values:label,posts:edits_you_made_to_posts:label
3454,Facebook,personal_information/profile_information/your_facebook_activity/posts/edits_you_made_to_posts.json/label_values/value,profile_information:your_facebook_activity:posts:edits_you_made_to_posts:label_values:value,posts:edits_you_made_to_posts:value
3455,Facebook,personal_information/profile_information/your_facebook_activity/comments_and_reactions/likes_and_reactions.json/label_values/label,profile_information:your_facebook_activity:comments_and_reactions:likes_and_reactions:label_values:label,comments_and_reactions:likes_and_reactions:label_values:label
3456,Facebook,personal_information/profile_information/your_facebook_activity/comments_and_reactions/likes_and_reactions.json/label_values/value,profile_information:your_facebook_activity:comments_and_reactions:likes_and_reactions:label_values:value,comments_and_reactions:likes_and_reactions:label_values:value
3457,Facebook,personal_information/profile_information/your_facebook_activity/posts/your_posts__check_ins__photos_and_videos_1.json/data/update_timestamp,profile_information:your_facebook_activity:posts:your_posts__check_ins__photos_and_videos_1:data:update_timestamp,your_facebook_activity:posts:your_posts__check_ins__photos_and_videos_1:data:update_timestamp
3465,Facebook,personal_information/profile_information/preferences/preferences/privacy_settings.json/label_values/dict/label,profile_information:preferences:preferences:privacy_settings:label_values:dict:label,preferences:preferences:privacy_settings:label_values:dict:label
3466,Facebook,personal_information/profile_information/preferences/preferences/privacy_settings.json/label_values/dict/value,profile_information:preferences:preferences:privacy_settings:label_values:dict:value,preferences:preferences:privacy_settings:label_values:dict:value
3477,Facebook,personal_information/profile_information/your_facebook_activity/groups/your_group_membership_activity.json/groups_joined_v2/data/name,profile_information:your_facebook_activity:groups:your_group_membership_activity:groups_joined_v2:data:name,groups:your_group_membership_activity:name
3483,Facebook,personal_information/profile_information/your_facebook_activity/pages/pages_and_profiles_you_follow.json/pages_followed_v2/data/name,profile_information:your_facebook_activity:pages:pages_and_profiles_you_follow:pages_followed_v2:data:name,pages:pages_and_profiles_you_follow:name
3486,Facebook,personal_information/profile_information/your_facebook_activity/comments_and_reactions/likes_and_reactions_1.json/data/reaction/reaction,profile_information:your_facebook_activity:comments_and_reactions:likes_and_reactions_1:data:reaction:reaction,comments_and_reactions:likes_and_reactions_1:reaction
3509,Facebook,personal_information/profile_information/your_facebook_activity/other_activity/your_recently_followed_history.json/label_values/vec/dict/label,profile_information:your_facebook_activity:other_activity:your_recently_followed_history:label_values:vec:dict:label,your_facebook_activity:other_activity:your_recently_followed_history:label_values:vec:dict:label
3510,Facebook,personal_information/profile_information/your_facebook_activity/other_activity/your_recently_followed_history.json/label_values/vec/dict/value,profile_information:your_facebook_activity:other_activity:your_recently_followed_history:label_values:vec:dict:value,your_facebook_activity:other_activity:your_recently_followed_history:label_values:vec:dict:value
3515,Facebook,personal_information/profile_information/your_facebook_activity/comments_and_reactions/comments.json/comments_v2/data/comment/timestamp,profile_information:your_facebook_activity:comments_and_reactions:comments:comments_v2:data:comment:timestamp,comments_and_reactions:comments:comment:timestamp
3516,Facebook,personal_information/profile_information/your_facebook_activity/comments_and_reactions/comments.json/comments_v2/data/comment/comment,profile_information:your_facebook_activity:comments_and_reactions:comments:comments_v2:data:comment:comment,comments_and_reactions:comments:comment
3518,Facebook,personal_information/profile_information/your_facebook_activity/groups/your_comments_in_groups.json/group_comments_v2/data/comment/timestamp,profile_information:your_facebook_activity:groups:your_comments_in_groups:group_comments_v2:data:comment:timestamp,groups:your_comments_in_groups:comment:timestamp
3519,Facebook,personal_information/profile_information/your_facebook_activity/groups/your_comments_in_groups.json/group_comments_v2/data/comment/comment,profile_information:your_facebook_activity:groups:your_comments_in_groups:group_comments_v2:data:comment:comment,groups:your_comments_in_groups:comment
3521,Facebook,personal_information/profile_information/your_facebook_activity/groups/your_comments_in_groups.json/group_comments_v2/data/comment/group,profile_information:your_facebook_activity:groups:your_comments_in_groups:group_comments_v2:data:comment:group,groups:your_comments_in_groups:group
3522,Facebook,personal_information/profile_information/your_facebook_activity/other_activity/time_spent_on_facebook.json/label_values/vec/dict/label,profile_information:your_facebook_activity:other_activity:time_spent_on_facebook:label_values:vec:dict:label,other_activity:time_spent_on_facebook:vec:dict:label
3523,Facebook,personal_information/profile_information/your_facebook_activity/other_activity/time_spent_on_facebook.json/label_values/vec/dict/timestamp_value,profile_information:your_facebook_activity:other_activity:time_spent_on_facebook:label_values:vec:dict:timestamp_value,other_activity:time_spent_on_facebook:dict:timestamp_value
3528,Facebook,personal_information/profile_information/your_facebook_activity/posts/your_posts__check_ins__photos_and_videos_1.json/attachments/data/external_context/url,profile_information:your_facebook_activity:posts:your_posts__check_ins__photos_and_videos_1:attachments:data:external_context:url,your_facebook_activity:posts:your_posts__check_ins__photos_and_videos_1:attachments:data:external_context:url
3543,Facebook,personal_information/profile_information/your_facebook_activity/posts/your_videos.json/videos_v2/media_metadata/video_metadata/exif_data/upload_timestamp,profile_information:your_facebook_activity:posts:your_videos:videos_v2:media_metadata:video_metadata:exif_data:upload_timestamp,posts:your_videos:upload_timestamp
3597,Facebook,your_facebook_activity/other_activity/your_recently_followed_history.json/fbid,other_activity:your_recently_followed_history:fbid,your_facebook_activity:other_activity:your_recently_followed_history:fbid
3609,Facebook,preferences/preferences/reels_preferences.json/fbid,preferences:reels_preferences:fbid,preferences:preferences:reels_preferences:fbid
3612,Facebook,preferences/preferences/your_story_highlights.json/fbid,preferences:your_story_highlights:fbid,preferences:preferences:your_story_highlights:fbid
3614,Facebook,preferences/preferences/your_watch_settings.json/fbid,preferences:your_watch_settings:fbid,preferences:preferences:your_watch_settings:fbid
3615,Facebook,preferences/preferences/privacy_settings.json/fbid,preferences:privacy_settings:fbid,preferences:preferences:privacy_settings:fbid
3677,Facebook,your_facebook_activity/other_activity/your_recently_followed_history.json/media,other_activity:your_recently_followed_history:media,your_facebook_activity:other_activity:your_recently_followed_history:media
3694,Facebook,preferences/preferences/reels_preferences.json/media,preferences:reels_preferences:media,preferences:preferences:reels_preferences:media
3697,Facebook,preferences/preferences/your_story_highlights.json/media,preferences:your_story_highlights:media,preferences:preferences:your_story_highlights:media
