,platform,final_path,id,keepID
3699,Facebook,preferences/preferences/your_watch_settings.json/media,preferences:your_watch_settings:media,preferences:preferences:your_watch_settings:media
3700,Facebook,preferences/preferences/privacy_settings.json/media,preferences:privacy_settings:media,preferences:preferences:privacy_settings:media
3777,Facebook,your_facebook_activity/posts/posts_on_other_pages_and_profiles.json/timestamp,posts:posts_on_other_pages_and_profiles:timestamp,your_facebook_activity:posts:posts_on_other_pages_and_profiles:timestamp
3778,Facebook,your_facebook_activity/posts/posts_on_other_pages_and_profiles.json/media,posts:posts_on_other_pages_and_profiles:media,your_facebook_activity:posts:posts_on_other_pages_and_profiles:media
3779,Facebook,your_facebook_activity/posts/posts_on_other_pages_and_profiles.json/fbid,posts:posts_on_other_pages_and_profiles:fbid,your_facebook_activity:posts:posts_on_other_pages_and_profiles:fbid
3782,Facebook,your_facebook_activity/posts/content_sharing_links_you_have_created.json/timestamp,posts:content_sharing_links_you_have_created:timestamp,your_facebook_activity:posts:content_sharing_links_you_have_created:timestamp
3783,Facebook,your_facebook_activity/posts/content_sharing_links_you_have_created.json/media,posts:content_sharing_links_you_have_created:media,your_facebook_activity:posts:content_sharing_links_you_have_created:media
3784,Facebook,your_facebook_activity/posts/content_sharing_links_you_have_created.json/fbid,posts:content_sharing_links_you_have_created:fbid,your_facebook_activity:posts:content_sharing_links_you_have_created:fbid
3787,Facebook,your_facebook_activity/posts/your_posts__check_ins__photos_and_videos_1.json/timestamp,posts:your_posts__check_ins__photos_and_videos_1:timestamp,your_facebook_activity:posts:your_posts__check_ins__photos_and_videos_1:timestamp
3806,Facebook,logged_information/interactions/groups_you've_visited.json/media,interactions:groups_you've_visited:media,your_interactions_on_facebook:groups_you_ve_visited:media
3815,Facebook,ads_information/advertisers_you've_interacted_with.json/history_v2/timestamp,ads_information:advertisers_you've_interacted_with:timestamp,ads_information:advertisers_you_ve_interacted_with:timestamp
3901,Facebook,your_facebook_activity/other_activity/your_recently_followed_history.json/label_values/label,other_activity:your_recently_followed_history:label_values:label,your_facebook_activity:other_activity:your_recently_followed_history:label_values:label
3946,Facebook,preferences/preferences/video.json/watch_videos_v2/video_title,preferences:video:video_title,preferences:preferences:video:watch_videos_v2:video_title
3947,Facebook,preferences/preferences/video.json/watch_videos_v2/user_action,preferences:video:user_action,preferences:preferences:video:watch_videos_v2:user_action
3948,Facebook,preferences/preferences/video.json/watch_videos_v2/action_time,preferences:video:action_time,preferences:preferences:video:watch_videos_v2:action_time
3949,Facebook,preferences/preferences/video.json/watch_videos_v2/feedback_collection,preferences:video:feedback_collection,preferences:preferences:video:watch_videos_v2:feedback_collection
3959,Facebook,preferences/preferences/reels_preferences.json/label_values/label,preferences:reels_preferences:label,preferences:preferences:reels_preferences:label_values:label
3960,Facebook,preferences/preferences/reels_preferences.json/label_values/value,preferences:reels_preferences:value,preferences:preferences:reels_preferences:label_values:value
3965,Facebook,preferences/preferences/your_story_highlights.json/label_values/label,preferences:your_story_highlights:label,preferences:preferences:your_story_highlights:label_values:label
3966,Facebook,preferences/preferences/your_story_highlights.json/label_values/value,preferences:your_story_highlights:value,preferences:preferences:your_story_highlights:label_values:value
3972,Facebook,preferences/preferences/your_watch_settings.json/label_values/label,preferences:your_watch_settings:label,preferences:preferences:your_watch_settings:label_values:label
3973,Facebook,preferences/preferences/your_watch_settings.json/label_values/value,preferences:your_watch_settings:value,preferences:preferences:your_watch_settings:label_values:value
3974,Facebook,preferences/preferences/privacy_settings.json/label_values/label,preferences:privacy_settings:label_values:label,preferences:preferences:privacy_settings:label_values:label
4009,Facebook,your_facebook_activity/groups/your_actions_on_violating_content_in_your_groups.json/label_values/label,groups:your_actions_on_violating_content_in_your_groups:label_values:label,groups:your_actions_on_violating_content_in_your_groups:label
4070,Facebook,your_facebook_activity/posts/posts_on_other_pages_and_profiles.json/label_values/label,posts:posts_on_other_pages_and_profiles:label_values:label,your_facebook_activity:posts:posts_on_other_pages_and_profiles:label_values:label
4071,Facebook,your_facebook_activity/posts/posts_on_other_pages_and_profiles.json/label_values/value,posts:posts_on_other_pages_and_profiles:label_values:value,your_facebook_activity:posts:posts_on_other_pages_and_profiles:label_values:value
4078,Facebook,your_facebook_activity/posts/content_sharing_links_you_have_created.json/label_values/label,posts:content_sharing_links_you_have_created:label,your_facebook_activity:posts:content_sharing_links_you_have_created:label_values:label
4079,Facebook,your_facebook_activity/posts/content_sharing_links_you_have_created.json/label_values/value,posts:content_sharing_links_you_have_created:value,your_facebook_activity:posts:content_sharing_links_you_have_created:label_values:value
4080,Facebook,your_facebook_activity/posts/content_sharing_links_you_have_created.json/label_values/href,posts:content_sharing_links_you_have_created:href,your_facebook_activity:posts:content_sharing_links_you_have_created:label_values:href
4084,Facebook,your_facebook_activity/posts/your_posts__check_ins__photos_and_videos_1.json/data/update_timestamp,posts:your_posts__check_ins__photos_and_videos_1:update_timestamp,your_facebook_activity:posts:your_posts__check_ins__photos_and_videos_1:data:update_timestamp
4085,Facebook,your_facebook_activity/posts/your_posts__check_ins__photos_and_videos_1.json/data/post,posts:your_posts__check_ins__photos_and_videos_1:post,your_facebook_activity:posts:your_posts__check_ins__photos_and_videos_1:data:post
4087,Facebook,connections/friends/your_post_audiences.json/label_values/label,friends:your_post_audiences:label_values:label,friends:your_post_audiences:label
4088,Facebook,connections/friends/your_post_audiences.json/label_values/value,friends:your_post_audiences:label_values:value,friends:your_post_audiences:value
4089,Facebook,connections/friends/your_post_audiences.json/label_values/title,friends:your_post_audiences:label_values:title,friends:your_post_audiences:title
4143,Facebook,preferences/preferences/privacy_settings.json/label_values/dict/label,preferences:privacy_settings:dict:label,preferences:preferences:privacy_settings:label_values:dict:label
4144,Facebook,preferences/preferences/privacy_settings.json/label_values/dict/value,preferences:privacy_settings:value,preferences:preferences:privacy_settings:label_values:dict:value
4172,Facebook,ads_information/ad_preferences.json/label_values/dict/dict/label,ads_information:ad_preferences:dict:dict:label,ads_information:ad_preferences:dict:label
4173,Facebook,ads_information/ad_preferences.json/label_values/dict/dict/value,ads_information:ad_preferences:dict:dict:value,ads_information:ad_preferences:dict:value
4191,Facebook,your_facebook_activity/other_activity/your_recently_followed_history.json/label_values/vec/dict/label,other_activity:your_recently_followed_history:dict:label,your_facebook_activity:other_activity:your_recently_followed_history:label_values:vec:dict:label
4192,Facebook,your_facebook_activity/other_activity/your_recently_followed_history.json/label_values/vec/dict/value,other_activity:your_recently_followed_history:value,your_facebook_activity:other_activity:your_recently_followed_history:label_values:vec:dict:value
4237,Facebook,your_facebook_activity/posts/your_posts__check_ins__photos_and_videos_1.json/attachments/data/external_context/url,posts:your_posts__check_ins__photos_and_videos_1:external_context:url,your_facebook_activity:posts:your_posts__check_ins__photos_and_videos_1:attachments:data:external_context:url
4447,Facebook,your_facebook_activity/groups/group_invites_you've_received.json/label_values/label,groups:group_invites_you've_received:label_values:label,groups:group_invites_you've_received:label
4660,Instagram,your_instagram_activity/story_sticker_interactions/story_likes.json/story_activities_story_likes/title,story_sticker_interactions:story_likes:title,story_interactions:story_likes:title
4712,Instagram,your_instagram_activity/story_sticker_interactions/story_likes.json/story_activities_story_likes/string_list_data/timestamp,story_sticker_interactions:story_likes:timestamp,story_interactions:story_likes:timestamp
4750,Instagram,security_and_login_information/login_and_profile_creation/instagram_signup_details.json/account_history_registration_info/string_map_data/Time/timestamp,login_and_profile_creation:instagram_signup_details:Time:timestamp,login_and_profile_creation:signup_details:Time:timestamp
4888,Instagram,preferences/media_settings/consents.json/timestamp,media_settings:consents:timestamp,settings:consents:timestamp
4889,Instagram,preferences/media_settings/consents.json/media,media_settings:consents:media,settings:consents:media
4890,Instagram,preferences/media_settings/consents.json/fbid,media_settings:consents:fbid,settings:consents:fbid
4891,Instagram,preferences/media_settings/consents.json/ent_name,media_settings:consents:ent_name,settings:consents:ent_name
4895,Instagram,preferences/media_settings/consents.json/label_values/ent_field_name,media_settings:consents:ent_field_name,settings:consents:ent_field_name
4896,Instagram,preferences/media_settings/consents.json/label_values/label,media_settings:consents:label,settings:consents:label
4897,Instagram,preferences/media_settings/consents.json/label_values/timestamp_value,media_settings:consents:timestamp_value,settings:consents:timestamp_value
4899,Instagram,preferences/media_settings/comments_allowed_from.json/settings_allow_comments_from/title,media_settings:comments_allowed_from:title,settings:comments_allowed_from:title
4918,Instagram,preferences/media_settings/comments_allowed_from.json/settings_allow_comments_from/string_map_data/Comments Allowed From/href,media_settings:comments_allowed_from:href,settings:comments_allowed_from:href
4919,Instagram,preferences/media_settings/comments_allowed_from.json/settings_allow_comments_from/string_map_data/Comments Allowed From/value,media_settings:comments_allowed_from:value,settings:comments_allowed_from:value
4920,Instagram,preferences/media_settings/comments_allowed_from.json/settings_allow_comments_from/string_map_data/Comments Allowed From/timestamp,media_settings:comments_allowed_from:timestamp,settings:comments_allowed_from:timestamp
4935,Instagram,your_instagram_activity/media/posts_1.json/title,media:posts_1:title,content:posts_1:title
4946,Instagram,your_instagram_activity/media/stories.json/ig_stories/uri,media:stories:uri,content:stories:uri
4947,Instagram,your_instagram_activity/media/stories.json/ig_stories/creation_timestamp,media:stories:creation_timestamp,content:stories:creation_timestamp
4948,Instagram,your_instagram_activity/media/stories.json/ig_stories/title,media:stories:title,content:stories:title
4949,Instagram,your_instagram_activity/media/stories.json/ig_stories/dubbing_info,media:stories:dubbing_info,content:stories:dubbing_info
4950,Instagram,your_instagram_activity/media/stories.json/ig_stories/media_variants,media:stories:media_variants,content:stories:media_variants
4974,Instagram,your_instagram_activity/media/posts_1.json/media/uri,media:posts_1:uri,content:posts_1:uri
4976,Instagram,your_instagram_activity/media/posts_1.json/media/title,media:posts_1:media:title,content:posts_1:media:title
4991,Instagram,your_instagram_activity/media/stories.json/ig_stories/cross_post_source/source_app,media:stories:source_app,content:stories:source_app
5016,Instagram,your_instagram_activity/media/posts_1.json/media/cross_post_source/source_app,media:posts_1:source_app,content:posts_1:source_app
5112,Instagram,your_instagram_activity/media/stories.json/ig_stories/media_metadata/video_metadata/exif_data/date_time_digitized,media:stories:date_time_digitized,content:stories:video_metadata:exif_data:date_time_digitized
5113,Instagram,your_instagram_activity/media/stories.json/ig_stories/media_metadata/video_metadata/exif_data/date_time_original,media:stories:date_time_original,content:stories:video_metadata:exif_data:date_time_original
5114,Instagram,your_instagram_activity/media/stories.json/ig_stories/media_metadata/video_metadata/exif_data/source_type,media:stories:source_type,content:stories:video_metadata:exif_data:source_type
5122,Instagram,your_instagram_activity/content/posts_1.json/creation_timestamp,content:posts_1:creation_timestamp,media:posts_1:creation_timestamp
5153,Instagram,your_instagram_activity/content/posts_1.json/media/creation_timestamp,content:posts_1:media:creation_timestamp,media:posts_1:media:creation_timestamp
5155,Instagram,your_instagram_activity/story_sticker_interactions/polls.json/story_activities_polls/title,story_sticker_interactions:polls:title,story_interactions:polls:title
5164,Instagram,your_instagram_activity/story_sticker_interactions/polls.json/story_activities_polls/string_list_data/value,story_sticker_interactions:polls:value,story_interactions:polls:value
5165,Instagram,your_instagram_activity/story_sticker_interactions/polls.json/story_activities_polls/string_list_data/timestamp,story_sticker_interactions:polls:timestamp,story_interactions:polls:timestamp
5267,Instagram,logged_information/link_history/your_link_history_settings.json/timestamp,link_history:your_link_history_settings:timestamp,new
5268,Instagram,logged_information/link_history/your_link_history_settings.json/media,link_history:your_link_history_settings:media,new
5269,Instagram,logged_information/link_history/your_link_history_settings.json/fbid,link_history:your_link_history_settings:fbid,new
5296,Instagram,your_instagram_activity/story_interactions/emoji_sliders.json/story_activities_emoji_sliders/title,story_interactions:emoji_sliders:title,story_sticker_interactions:emoji_sliders:title
5297,Instagram,your_instagram_activity/story_interactions/quizzes.json/story_activities_quizzes/title,story_interactions:quizzes:title,story_sticker_interactions:quizzes:title
5309,Instagram,logged_information/link_history/your_link_history_settings.json/label_values/label,link_history:your_link_history_settings:label,new
5310,Instagram,logged_information/link_history/your_link_history_settings.json/label_values/timestamp_value,link_history:your_link_history_settings:timestamp_value,new
5317,Instagram,your_instagram_activity/media/posts_1.json/media/uri,media:posts_1:media:uri,content:posts_1:uri
5359,Instagram,your_instagram_activity/story_interactions/emoji_sliders.json/story_activities_emoji_sliders/string_list_data/value,story_interactions:emoji_sliders:value,story_sticker_interactions:emoji_sliders:value
5360,Instagram,your_instagram_activity/story_interactions/emoji_sliders.json/story_activities_emoji_sliders/string_list_data/timestamp,story_interactions:emoji_sliders:timestamp,story_sticker_interactions:emoji_sliders:timestamp
5361,Instagram,your_instagram_activity/story_interactions/quizzes.json/story_activities_quizzes/string_list_data/value,story_interactions:quizzes:value,story_sticker_interactions:quizzes:value
5362,Instagram,your_instagram_activity/story_interactions/quizzes.json/story_activities_quizzes/string_list_data/timestamp,story_interactions:quizzes:timestamp,story_sticker_interactions:quizzes:timestamp
5386,Instagram,your_instagram_activity/media/stories.json/ig_stories/media_metadata/video_metadata/music_genre,media:stories:video_metadata:music_genre,content:stories:music_genre
5578,Instagram,your_instagram_activity/media/stories.json/ig_stories/media_metadata/video_metadata/exif_data/source_type,media:stories:video_metadata:exif_data:source_type,content:stories:video_metadata:exif_data:source_type
5579,Instagram,your_instagram_activity/media/stories.json/ig_stories/media_metadata/video_metadata/exif_data/date_time_original,media:stories:video_metadata:exif_data:date_time_original,content:stories:video_metadata:exif_data:date_time_original
5582,Instagram,your_instagram_activity/media/stories.json/ig_stories/media_metadata/video_metadata/exif_data/date_time_digitized,media:stories:video_metadata:exif_data:date_time_digitized,content:stories:video_metadata:exif_data:date_time_digitized
5588,Instagram,your_instagram_activity/media/stories.json/ig_stories/media_metadata/photo_metadata/exif_data/source_type,media:stories:photo_metadata:exif_data:source_type,content:stories:photo_metadata:exif_data:source_type
5590,Instagram,your_instagram_activity/media/stories.json/ig_stories/media_metadata/photo_metadata/exif_data/date_time_original,media:stories:photo_metadata:exif_data:date_time_original,content:stories:photo_metadata:exif_data:date_time_original
5592,Instagram,your_instagram_activity/media/stories.json/ig_stories/media_metadata/photo_metadata/exif_data/date_time_digitized,media:stories:photo_metadata:exif_data:date_time_digitized,content:stories:photo_metadata:exif_data:date_time_digitized
5773,Instagram,your_instagram_activity/media/reels.json/ig_reels_media/media/uri,media:reels:media:uri,media:reels:uri
5774,Instagram,your_instagram_activity/media/reels.json/ig_reels_media/media/creation_timestamp,media:reels:media:creation_timestamp,media:reels:creation_timestamp
6117,Youtube,istoric/istoricul căutărilor.json/header,istoricul căutărilor:header,search-history:header
6118,Youtube,istoric/istoricul căutărilor.json/title,istoricul căutărilor:title,search-history:title
6119,Youtube,istoric/istoricul căutărilor.json/titleUrl,istoricul căutărilor:titleUrl,search-history:titleUrl
6120,Youtube,istoric/istoricul căutărilor.json/description,istoricul căutărilor:description,search-history:description
6121,Youtube,istoric/istoricul căutărilor.json/time,istoricul căutărilor:time,search-history:time
6122,Youtube,istoric/istoricul căutărilor.json/products,istoricul căutărilor:products,search-history:products
6123,Youtube,istoric/istoricul căutărilor.json/activityControls,istoricul căutărilor:activityControls,search-history:activityControls
6124,Youtube,istoric/istoricul-vizionărilor.json/header,istoricul-vizionărilor:header,watch-history:header
6125,Youtube,istoric/istoricul-vizionărilor.json/title,istoricul-vizionărilor:title,watch-history:title
6126,Youtube,istoric/istoricul-vizionărilor.json/titleUrl,istoricul-vizionărilor:titleUrl,watch-history:titleUrl
6127,Youtube,istoric/istoricul-vizionărilor.json/time,istoricul-vizionărilor:time,watch-history:time
6128,Youtube,istoric/istoricul-vizionărilor.json/products,istoricul-vizionărilor:products,watch-history:products
6129,Youtube,istoric/istoricul-vizionărilor.json/activityControls,istoricul-vizionărilor:activityControls,watch-history:activityControls
6130,Youtube,istoric/istoricul căutărilor.json/details/name,istoricul căutărilor:name,search-history:name
6131,Youtube,istoric/istoricul-vizionărilor.json/subtitles/name,istoricul-vizionărilor:name,watch-history:subtitles:name
6132,Youtube,istoric/istoricul-vizionărilor.json/subtitles/url,istoricul-vizionărilor:url,watch-history:subtitles:url
6133,Youtube,geschiedenis/kijkgeschiedenis.json/header,kijkgeschiedenis:header,watch-history:header
6134,Youtube,geschiedenis/kijkgeschiedenis.json/title,kijkgeschiedenis:title,watch-history:title
6135,Youtube,geschiedenis/kijkgeschiedenis.json/titleUrl,kijkgeschiedenis:titleUrl,watch-history:titleUrl
6136,Youtube,geschiedenis/kijkgeschiedenis.json/time,kijkgeschiedenis:time,watch-history:time
6137,Youtube,geschiedenis/kijkgeschiedenis.json/products,kijkgeschiedenis:products,watch-history:products
6138,Youtube,geschiedenis/kijkgeschiedenis.json/activityControls,kijkgeschiedenis:activityControls,watch-history:activityControls
6139,Youtube,geschiedenis/zoekgeschiedenis.json/header,zoekgeschiedenis:header,search-history:header
6140,Youtube,geschiedenis/zoekgeschiedenis.json/title,zoekgeschiedenis:title,search-history:title
6141,Youtube,geschiedenis/zoekgeschiedenis.json/titleUrl,zoekgeschiedenis:titleUrl,search-history:titleUrl
6142,Youtube,geschiedenis/zoekgeschiedenis.json/time,zoekgeschiedenis:time,search-history:time
6143,Youtube,geschiedenis/zoekgeschiedenis.json/products,zoekgeschiedenis:products,search-history:products
6144,Youtube,geschiedenis/zoekgeschiedenis.json/activityControls,zoekgeschiedenis:activityControls,search-history:activityControls
6145,Youtube,geschiedenis/kijkgeschiedenis.json/subtitles/name,kijkgeschiedenis:name,watch-history:subtitles:name
6146,Youtube,geschiedenis/kijkgeschiedenis.json/subtitles/url,kijkgeschiedenis:url,watch-history:subtitles:url
6159,Youtube,historial/historial-de-búsqueda.json/header,historial-de-búsqueda:header,search-history:header
6160,Youtube,historial/historial-de-búsqueda.json/title,historial-de-búsqueda:title,search-history:title
6161,Youtube,historial/historial-de-búsqueda.json/titleUrl,historial-de-búsqueda:titleUrl,search-history:titleUrl
6162,Youtube,historial/historial-de-búsqueda.json/description,historial-de-búsqueda:description,search-history:description
6163,Youtube,historial/historial-de-búsqueda.json/time,historial-de-búsqueda:time,search-history:time
6164,Youtube,historial/historial-de-búsqueda.json/products,historial-de-búsqueda:products,search-history:products
6165,Youtube,historial/historial-de-búsqueda.json/activityControls,historial-de-búsqueda:activityControls,search-history:activityControls
6166,Youtube,historial/historial-de-reproducciones.json/header,historial-de-reproducciones:header,watch-history:header
6167,Youtube,historial/historial-de-reproducciones.json/title,historial-de-reproducciones:title,watch-history:title
6168,Youtube,historial/historial-de-reproducciones.json/titleUrl,historial-de-reproducciones:titleUrl,watch-history:titleUrl
6169,Youtube,historial/historial-de-reproducciones.json/time,historial-de-reproducciones:time,watch-history:time
6170,Youtube,historial/historial-de-reproducciones.json/products,historial-de-reproducciones:products,watch-history:products
6171,Youtube,historial/historial-de-reproducciones.json/activityControls,historial-de-reproducciones:activityControls,watch-history:activityControls
6172,Youtube,historial/historial-de-búsqueda.json/details/name,historial-de-búsqueda:name,search-history:name
6173,Youtube,historial/historial-de-reproducciones.json/subtitles/name,historial-de-reproducciones:subtitles:name,watch-history:subtitles:name
6174,Youtube,historial/historial-de-reproducciones.json/subtitles/url,historial-de-reproducciones:url,watch-history:url
6175,Youtube,istoric/istoricul căutărilor.json/header,istoricul căutărilor:header,search-history:header
6176,Youtube,istoric/istoricul căutărilor.json/title,istoricul căutărilor:title,search-history:title
6177,Youtube,istoric/istoricul căutărilor.json/titleUrl,istoricul căutărilor:titleUrl,search-history:titleUrl
6178,Youtube,istoric/istoricul căutărilor.json/time,istoricul căutărilor:time,search-history:time
6179,Youtube,istoric/istoricul căutărilor.json/products,istoricul căutărilor:products,search-history:products
6180,Youtube,istoric/istoricul căutărilor.json/activityControls,istoricul căutărilor:activityControls,search-history:activityControls
6181,Youtube,istoric/istoricul-vizionărilor.json/header,istoricul-vizionărilor:header,watch-history:header
6182,Youtube,istoric/istoricul-vizionărilor.json/title,istoricul-vizionărilor:title,watch-history:title
6183,Youtube,istoric/istoricul-vizionărilor.json/titleUrl,istoricul-vizionărilor:titleUrl,watch-history:titleUrl
6184,Youtube,istoric/istoricul-vizionărilor.json/time,istoricul-vizionărilor:time,watch-history:time
6185,Youtube,istoric/istoricul-vizionărilor.json/products,istoricul-vizionărilor:products,watch-history:products
6186,Youtube,istoric/istoricul-vizionărilor.json/activityControls,istoricul-vizionărilor:activityControls,watch-history:activityControls
6187,Youtube,istoric/istoricul-vizionărilor.json/subtitles/name,istoricul-vizionărilor:name,watch-history:subtitles:name
6188,Youtube,istoric/istoricul-vizionărilor.json/subtitles/url,istoricul-vizionărilor:url,watch-history:subtitles:url
6205,Youtube,istorija/paieškos istorija.json/header,paieškos istorija:header,search-history:header
6206,Youtube,istorija/paieškos istorija.json/title,paieškos istorija:title,search-history:title
6207,Youtube,istorija/paieškos istorija.json/titleUrl,paieškos istorija:titleUrl,search-history:titleUrl
6208,Youtube,istorija/paieškos istorija.json/time,paieškos istorija:time,search-history:time
6209,Youtube,istorija/paieškos istorija.json/products,paieškos istorija:products,search-history:products
6210,Youtube,istorija/paieškos istorija.json/activityControls,paieškos istorija:activityControls,search-history:activityControls
6211,Youtube,istorija/žiūrėjimo istorija.json/header,žiūrėjimo istorija:header,watch-history:header
6212,Youtube,istorija/žiūrėjimo istorija.json/title,žiūrėjimo istorija:title,watch-history:title
6213,Youtube,istorija/žiūrėjimo istorija.json/titleUrl,žiūrėjimo istorija:titleUrl,watch-history:titleUrl
6214,Youtube,istorija/žiūrėjimo istorija.json/time,žiūrėjimo istorija:time,watch-history:time
6215,Youtube,istorija/žiūrėjimo istorija.json/products,žiūrėjimo istorija:products,watch-history:products
6216,Youtube,istorija/žiūrėjimo istorija.json/activityControls,žiūrėjimo istorija:activityControls,watch-history:activityControls
6217,Youtube,istorija/žiūrėjimo istorija.json/subtitles/name,žiūrėjimo istorija:name,watch-history:subtitles:name
6218,Youtube,istorija/žiūrėjimo istorija.json/subtitles/url,žiūrėjimo istorija:url,watch-history:subtitles:url
6219,Youtube,istorija/paieškos istorija.json/header,paieškos istorija:header,search-history:header
6220,Youtube,istorija/paieškos istorija.json/title,paieškos istorija:title,search-history:title
6221,Youtube,istorija/paieškos istorija.json/titleUrl,paieškos istorija:titleUrl,search-history:titleUrl
6222,Youtube,istorija/paieškos istorija.json/description,paieškos istorija:description,search-history:description
6223,Youtube,istorija/paieškos istorija.json/time,paieškos istorija:time,search-history:time
6224,Youtube,istorija/paieškos istorija.json/products,paieškos istorija:products,search-history:products
6225,Youtube,istorija/paieškos istorija.json/activityControls,paieškos istorija:activityControls,search-history:activityControls
6226,Youtube,istorija/žiūrėjimo istorija.json/header,žiūrėjimo istorija:header,watch-history:header
6227,Youtube,istorija/žiūrėjimo istorija.json/title,žiūrėjimo istorija:title,watch-history:title
6228,Youtube,istorija/žiūrėjimo istorija.json/titleUrl,žiūrėjimo istorija:titleUrl,watch-history:titleUrl
6229,Youtube,istorija/žiūrėjimo istorija.json/description,žiūrėjimo istorija:description,watch-history:description
6230,Youtube,istorija/žiūrėjimo istorija.json/time,žiūrėjimo istorija:time,watch-history:time
6231,Youtube,istorija/žiūrėjimo istorija.json/products,žiūrėjimo istorija:products,watch-history:products
6232,Youtube,istorija/žiūrėjimo istorija.json/activityControls,žiūrėjimo istorija:activityControls,watch-history:activityControls
6233,Youtube,istorija/paieškos istorija.json/details/name,paieškos istorija:name,search-history:name
6234,Youtube,istorija/žiūrėjimo istorija.json/details/name,žiūrėjimo istorija:name,watch-history:details:name
6235,Youtube,historial/historial-de-búsqueda.json/header,historial-de-búsqueda:header,search-history:header
6236,Youtube,historial/historial-de-búsqueda.json/title,historial-de-búsqueda:title,search-history:title
6237,Youtube,historial/historial-de-búsqueda.json/titleUrl,historial-de-búsqueda:titleUrl,search-history:titleUrl
6238,Youtube,historial/historial-de-búsqueda.json/time,historial-de-búsqueda:time,search-history:time
6239,Youtube,historial/historial-de-búsqueda.json/products,historial-de-búsqueda:products,search-history:products
6240,Youtube,historial/historial-de-búsqueda.json/activityControls,historial-de-búsqueda:activityControls,search-history:activityControls
6241,Youtube,historial/historial-de-reproducciones.json/details/name,historial-de-reproducciones:details:name,watch-history:details:name
6243,Youtube,geschiedenis/zoekgeschiedenis.json/description,zoekgeschiedenis:description,search-history:description
6244,Youtube,geschiedenis/zoekgeschiedenis.json/details/name,zoekgeschiedenis:name,search-history:name
6245,Youtube,Takeout/YouTube i YouTube Music/historial/historial de cerques.json/header,historial de cerques:header,search-history:header
6246,Youtube,Takeout/YouTube i YouTube Music/historial/historial de cerques.json/title,historial de cerques:title,search-history:title
6247,Youtube,Takeout/YouTube i YouTube Music/historial/historial de cerques.json/titleUrl,historial de cerques:titleUrl,search-history:titleUrl
6248,Youtube,Takeout/YouTube i YouTube Music/historial/historial de cerques.json/description,historial de cerques:description,search-history:description
6249,Youtube,Takeout/YouTube i YouTube Music/historial/historial de cerques.json/time,historial de cerques:time,search-history:time
6250,Youtube,Takeout/YouTube i YouTube Music/historial/historial de cerques.json/products,historial de cerques:products,search-history:products
6251,Youtube,Takeout/YouTube i YouTube Music/historial/historial de cerques.json/activityControls,historial de cerques:activityControls,search-history:activityControls
6252,Youtube,Takeout/YouTube i YouTube Music/historial/historial de visualitzacions.json/header,historial de visualitzacions:header,watch-history:header
6253,Youtube,Takeout/YouTube i YouTube Music/historial/historial de visualitzacions.json/title,historial de visualitzacions:title,watch-history:title
6254,Youtube,Takeout/YouTube i YouTube Music/historial/historial de visualitzacions.json/titleUrl,historial de visualitzacions:titleUrl,watch-history:titleUrl
6255,Youtube,Takeout/YouTube i YouTube Music/historial/historial de visualitzacions.json/time,historial de visualitzacions:time,watch-history:time
6256,Youtube,Takeout/YouTube i YouTube Music/historial/historial de visualitzacions.json/products,historial de visualitzacions:products,watch-history:products
6257,Youtube,Takeout/YouTube i YouTube Music/historial/historial de visualitzacions.json/activityControls,historial de visualitzacions:activityControls,watch-history:activityControls
6258,Youtube,Takeout/YouTube i YouTube Music/historial/historial de cerques.json/details/name,historial de cerques:name,search-history:name
6259,Youtube,Takeout/YouTube i YouTube Music/historial/historial de visualitzacions.json/subtitles/name,historial de visualitzacions:name,watch-history:subtitles:name
6260,Youtube,Takeout/YouTube i YouTube Music/historial/historial de visualitzacions.json/subtitles/url,historial de visualitzacions:url,watch-history:url
6261,Youtube,Takeout/YouTube y YouTube Music/historial/historial-de-búsqueda.json/header,historial-de-búsqueda:header,search-history:header
6262,Youtube,Takeout/YouTube y YouTube Music/historial/historial-de-búsqueda.json/title,historial-de-búsqueda:title,search-history:title
6263,Youtube,Takeout/YouTube y YouTube Music/historial/historial-de-búsqueda.json/titleUrl,historial-de-búsqueda:titleUrl,search-history:titleUrl
6264,Youtube,Takeout/YouTube y YouTube Music/historial/historial-de-búsqueda.json/description,historial-de-búsqueda:description,search-history:description
6265,Youtube,Takeout/YouTube y YouTube Music/historial/historial-de-búsqueda.json/time,historial-de-búsqueda:time,search-history:time
6266,Youtube,Takeout/YouTube y YouTube Music/historial/historial-de-búsqueda.json/products,historial-de-búsqueda:products,search-history:products
6267,Youtube,Takeout/YouTube y YouTube Music/historial/historial-de-búsqueda.json/activityControls,historial-de-búsqueda:activityControls,search-history:activityControls
6268,Youtube,Takeout/YouTube y YouTube Music/historial/historial-de-reproducciones.json/header,historial-de-reproducciones:header,watch-history:header
6269,Youtube,Takeout/YouTube y YouTube Music/historial/historial-de-reproducciones.json/title,historial-de-reproducciones:title,watch-history:title
6270,Youtube,Takeout/YouTube y YouTube Music/historial/historial-de-reproducciones.json/titleUrl,historial-de-reproducciones:titleUrl,watch-history:titleUrl
6271,Youtube,Takeout/YouTube y YouTube Music/historial/historial-de-reproducciones.json/time,historial-de-reproducciones:time,watch-history:time
6272,Youtube,Takeout/YouTube y YouTube Music/historial/historial-de-reproducciones.json/products,historial-de-reproducciones:products,watch-history:products
