,participant,platform,final_path,date_added,duplicate_flag,keepID
0,Output_TT_structure_tiktok_takeout_es,Tiktok,Ads and data/Ad Interests/AdInterestCategories,pre-trial,No,Ads and data:Ad Interests:AdInterestCategories
1,Output_TT_structure_tiktok_takeout_es,Tiktok,Activity/Activity Summary/ActivitySummaryMap/videosCommentedOnSinceAccountRegistration,pre-trial,No,Activity:Activity Summary:ActivitySummaryMap:videosCommentedOnSinceAccountRegistration
2,Output_TT_structure_tiktok_takeout_es,Tiktok,Activity/Activity Summary/ActivitySummaryMap/videosSharedSinceAccountRegistration,pre-trial,No,Activity:Activity Summary:ActivitySummaryMap:videosSharedSinceAccountRegistration
3,Output_TT_structure_tiktok_takeout_es,Tiktok,Activity/Activity Summary/ActivitySummaryMap/videosWatchedToTheEndSinceAccountRegistration,pre-trial,No,Activity:Activity Summary:ActivitySummaryMap:videosWatchedToTheEndSinceAccountRegistration
4,Output_TT_structure_tiktok_takeout_es,Tiktok,App Settings/Settings/SettingsMap/App Language,pre-trial,No,App Settings:Settings:SettingsMap:App Language
5,Output_TT_structure_tiktok_takeout_es,Tiktok,App Settings/Settings/SettingsMap/Filter Comments,pre-trial,No,App Settings:Settings:SettingsMap:Filter Comments
6,Output_TT_structure_tiktok_takeout_es,Tiktok,App Settings/Settings/SettingsMap/Interests,pre-trial,No,App Settings:Settings:SettingsMap:Interests
7,Output_TT_structure_tiktok_takeout_es,Tiktok,App Settings/Settings/SettingsMap/Private Account,pre-trial,No,App Settings:Settings:SettingsMap:Private Account
8,Output_TT_structure_tiktok_takeout_es,Tiktok,App Settings/Settings/SettingsMap/Web Language,pre-trial,No,App Settings:Settings:SettingsMap:Web Language
9,Output_TT_structure_tiktok_takeout_es,Tiktok,App Settings/Settings/SettingsMap/Who Can Duet With Me,pre-trial,No,App Settings:Settings:SettingsMap:Who Can Duet With Me
10,Output_TT_structure_tiktok_takeout_es,Tiktok,App Settings/Settings/SettingsMap/Who Can Post Comments,pre-trial,No,App Settings:Settings:SettingsMap:Who Can Post Comments
11,Output_TT_structure_tiktok_takeout_es,Tiktok,App Settings/Settings/SettingsMap/Who Can Send Me Message,pre-trial,No,App Settings:Settings:SettingsMap:Who Can Send Me Message
12,Output_TT_structure_tiktok_takeout_es,Tiktok,App Settings/Settings/SettingsMap/Who Can Stitch with your videos,pre-trial,No,App Settings:Settings:SettingsMap:Who Can Stitch with your videos
13,Output_TT_structure_tiktok_takeout_es,Tiktok,App Settings/Settings/SettingsMap/Who Can View Videos I Liked,pre-trial,No,App Settings:Settings:SettingsMap:Who Can View Videos I Liked
14,Output_TT_structure_tiktok_takeout_es,Tiktok,Profile/Profile Information/ProfileMap/likesReceived,pre-trial,No,Profile:Profile Information:ProfileMap:likesReceived
15,Output_TT_structure_tiktok_takeout_es,Tiktok,Profile/Profile Information/ProfileMap/userName,pre-trial,No,Profile:Profile Information:ProfileMap:userName
16,Output_TT_structure_tiktok_takeout_es,Tiktok,Tiktok Live/Go Live Settings/SettingsMap/Allow agencies to find and invite you,pre-trial,No,Tiktok Live:Go Live Settings:SettingsMap:Allow agencies to find and invite you
17,Output_TT_structure_tiktok_takeout_es,Tiktok,Tiktok Live/Go Live Settings/SettingsMap/Allow others to invite you to co-host in LIVE,pre-trial,No,Tiktok Live:Go Live Settings:SettingsMap:Allow others to invite you to co-host in LIVE
18,Output_TT_structure_tiktok_takeout_es,Tiktok,Tiktok Live/Go Live Settings/SettingsMap/Allow people to send and receive comments during your LIVE,pre-trial,No,Tiktok Live:Go Live Settings:SettingsMap:Allow people to send and receive comments during your LIVE
19,Output_TT_structure_tiktok_takeout_es,Tiktok,Tiktok Live/Go Live Settings/SettingsMap/Allow suggested LIVE hosts to invite you to co-host in LIVE,pre-trial,No,Tiktok Live:Go Live Settings:SettingsMap:Allow suggested LIVE hosts to invite you to co-host in LIVE
20,Output_TT_structure_tiktok_takeout_es,Tiktok,Tiktok Live/Go Live Settings/SettingsMap/Allow viewers to request to go LIVE with you,pre-trial,No,Tiktok Live:Go Live Settings:SettingsMap:Allow viewers to request to go LIVE with you
21,Output_TT_structure_tiktok_takeout_es,Tiktok,Tiktok Live/Go Live Settings/SettingsMap/Allow viewers to see and send questions and answers in your LIVE,pre-trial,No,Tiktok Live:Go Live Settings:SettingsMap:Allow viewers to see and send questions and answers in your LIVE
22,Output_TT_structure_tiktok_takeout_es,Tiktok,Tiktok Live/Go Live Settings/SettingsMap/Allow viewers to send you gifts during your LIVE,pre-trial,No,Tiktok Live:Go Live Settings:SettingsMap:Allow viewers to send you gifts during your LIVE
23,Output_TT_structure_tiktok_takeout_es,Tiktok,Tiktok Live/Go Live Settings/SettingsMap/Hide potential spam or offensive comments from your LIVE,pre-trial,No,Tiktok Live:Go Live Settings:SettingsMap:Hide potential spam or offensive comments from your LIVE
24,Output_TT_structure_tiktok_takeout_es,Tiktok,Tiktok Live/Go Live Settings/SettingsMap/Show your username and gift information in features with ranking lists,pre-trial,No,Tiktok Live:Go Live Settings:SettingsMap:Show your username and gift information in features with ranking lists
25,Output_TT_structure_tiktok_takeout_es,Tiktok,Activity/Favorite Videos/FavoriteVideoList/Date,pre-trial,No,Activity:Favorite Videos:FavoriteVideoList:Date
26,Output_TT_structure_tiktok_takeout_es,Tiktok,Activity/Favorite Videos/FavoriteVideoList/Link,pre-trial,No,Activity:Favorite Videos:FavoriteVideoList:Link
27,Output_TT_structure_tiktok_takeout_es,Tiktok,Activity/Follower List/FansList/Date,pre-trial,No,Activity:Follower List:FansList:Date
28,Output_TT_structure_tiktok_takeout_es,Tiktok,Activity/Follower List/FansList/UserName,pre-trial,No,Activity:Follower List:FansList:UserName
29,Output_TT_structure_tiktok_takeout_es,Tiktok,Activity/Following List/Following/Date,pre-trial,No,Activity:Following List:Following:Date
30,Output_TT_structure_tiktok_takeout_es,Tiktok,Activity/Following List/Following/UserName,pre-trial,No,Activity:Following List:Following:UserName
31,Output_TT_structure_tiktok_takeout_es,Tiktok,Activity/Hashtag/HashtagList/HashtagName,pre-trial,No,Activity:Hashtag:HashtagList:HashtagName
32,Output_TT_structure_tiktok_takeout_es,Tiktok,Activity/Hashtag/HashtagList/HashtagLink,pre-trial,No,Activity:Hashtag:HashtagList:HashtagLink
33,Output_TT_structure_tiktok_takeout_es,Tiktok,Activity/Like List/ItemFavoriteList/date,pre-trial,No,Activity:Like List:ItemFavoriteList:date
34,Output_TT_structure_tiktok_takeout_es,Tiktok,Activity/Like List/ItemFavoriteList/link,pre-trial,No,Activity:Like List:ItemFavoriteList:link
35,Output_TT_structure_tiktok_takeout_es,Tiktok,Activity/Search History/SearchList/Date,pre-trial,No,Activity:Search History:SearchList:Date
36,Output_TT_structure_tiktok_takeout_es,Tiktok,Activity/Search History/SearchList/SearchTerm,pre-trial,No,Activity:Search History:SearchList:SearchTerm
37,Output_TT_structure_tiktok_takeout_es,Tiktok,Activity/Share History/ShareHistoryList/Date,pre-trial,No,Activity:Share History:ShareHistoryList:Date
38,Output_TT_structure_tiktok_takeout_es,Tiktok,Activity/Share History/ShareHistoryList/SharedContent,pre-trial,No,Activity:Share History:ShareHistoryList:SharedContent
39,Output_TT_structure_tiktok_takeout_es,Tiktok,Activity/Share History/ShareHistoryList/Link,pre-trial,No,Activity:Share History:ShareHistoryList:Link
40,Output_TT_structure_tiktok_takeout_es,Tiktok,Activity/Video Browsing History/VideoList/Date,pre-trial,No,Activity:Video Browsing History:VideoList:Date
41,Output_TT_structure_tiktok_takeout_es,Tiktok,Activity/Video Browsing History/VideoList/Link,pre-trial,No,Activity:Video Browsing History:VideoList:Link
42,Output_TT_structure_tiktok_takeout_es,Tiktok,Comment/Comments/CommentsList/date,pre-trial,No,Comment:Comments:CommentsList:date
43,Output_TT_structure_tiktok_takeout_es,Tiktok,Comment/Comments/CommentsList/comment,pre-trial,No,Comment:Comments:CommentsList:comment
44,Output_TT_structure_tiktok_takeout_es,Tiktok,Comment/Comments/CommentsList/photo,pre-trial,No,Comment:Comments:CommentsList:photo
45,Output_TT_structure_tiktok_takeout_es,Tiktok,Comment/Comments/CommentsList/url,pre-trial,No,Comment:Comments:CommentsList:url
46,Output_TT_structure_tiktok_takeout_es,Tiktok,Tiktok Live/Go Live Settings/SettingsMap/Hide comments that contain the following keywords from your LIVE,pre-trial,Yes,Tiktok Live:Go Live Settings:SettingsMap:Hide comments that contain the following keywords from your LIVE
47,Output_TT_structure_tiktok_takeout_es,Tiktok,Tiktok Live/Go Live Settings/SettingsMap/Hide comments that contain the following keywords from your LIVE,pre-trial,Yes,Tiktok Live:Go Live Settings:SettingsMap:Hide comments that contain the following keywords from your LIVE
48,Output_TT_structure_tiktok_takeout_es,Tiktok,Tiktok Live/Go Live Settings/SettingsMap/People you assigned to moderate your LIVE,pre-trial,Yes,Tiktok Live:Go Live Settings:SettingsMap:People you assigned to moderate your LIVE
49,Output_TT_structure_tiktok_takeout_es,Tiktok,Tiktok Live/Go Live Settings/SettingsMap/People you assigned to moderate your LIVE,pre-trial,Yes,Tiktok Live:Go Live Settings:SettingsMap:People you assigned to moderate your LIVE
50,Output_TT_structure_tiktok_takeout_es,Tiktok,Video/Videos/VideoList/Date,pre-trial,No,Video:Videos:VideoList:Date
51,Output_TT_structure_tiktok_takeout_es,Tiktok,Video/Videos/VideoList/Link,pre-trial,No,Video:Videos:VideoList:Link
52,Output_TT_structure_tiktok_takeout_es,Tiktok,Video/Videos/VideoList/Likes,pre-trial,No,Video:Videos:VideoList:Likes
53,Output_TT_structure_tiktok_takeout_es,Tiktok,Video/Videos/VideoList/WhoCanView,pre-trial,No,Video:Videos:VideoList:WhoCanView
54,Output_TT_structure_tiktok_takeout_es,Tiktok,Video/Videos/VideoList/AllowComments,pre-trial,No,Video:Videos:VideoList:AllowComments
55,Output_TT_structure_tiktok_takeout_es,Tiktok,Video/Videos/VideoList/AllowStitches,pre-trial,No,Video:Videos:VideoList:AllowStitches
56,Output_TT_structure_tiktok_takeout_es,Tiktok,Video/Videos/VideoList/AllowDuets,pre-trial,No,Video:Videos:VideoList:AllowDuets
57,Output_TT_structure_tiktok_takeout_es,Tiktok,Video/Videos/VideoList/AllowStickers,pre-trial,No,Video:Videos:VideoList:AllowStickers
58,Output_TT_structure_tiktok_takeout_es,Tiktok,Video/Videos/VideoList/AllowSharingToStory,pre-trial,No,Video:Videos:VideoList:AllowSharingToStory
59,Output_TT_structure_tiktok_takeout_es,Tiktok,Video/Videos/VideoList/ContentDisclosure,pre-trial,No,Video:Videos:VideoList:ContentDisclosure
60,Output_TT_structure_tiktok_takeout_es,Tiktok,Video/Videos/VideoList/AIGeneratedContent,pre-trial,No,Video:Videos:VideoList:AIGeneratedContent
61,Output_TT_structure_tiktok_takeout_es,Tiktok,Video/Videos/VideoList/Sound,pre-trial,No,Video:Videos:VideoList:Sound
62,Output_TT_structure_tiktok_takeout_es,Tiktok,Video/Videos/VideoList/Location,pre-trial,No,Video:Videos:VideoList:Location
63,Output_TT_structure_tiktok_takeout_es,Tiktok,Video/Videos/VideoList/Title,pre-trial,No,Video:Videos:VideoList:Title
64,Output_TT_structure_tiktok_takeout_es,Tiktok,Video/Videos/VideoList/AddYoursText,pre-trial,No,Video:Videos:VideoList:AddYoursText
65,Output_extra_tiktok_json_structure,Tiktok,Ads and data/Ad Interests/AdInterestCategories,pre-trial,No,Ads and data:Ad Interests:AdInterestCategories
66,Output_extra_tiktok_json_structure,Tiktok,Ads and data/Instant Form Ads Responses/ResponsesList,pre-trial,No,Ads and data:Instant Form Ads Responses:ResponsesList
67,Output_extra_tiktok_json_structure,Tiktok,App Settings/Block List/BlockList,pre-trial,No,App Settings:Block List:BlockList
68,Output_extra_tiktok_json_structure,Tiktok,Comment/Comments/CommentsList,pre-trial,No,Comment:Comments:CommentsList
69,Output_extra_tiktok_json_structure,Tiktok,Post/Posts/VideoList,pre-trial,No,Post:Posts:VideoList
70,Output_extra_tiktok_json_structure,Tiktok,Tiktok Live/Go Live History/GoLiveList,pre-trial,No,Tiktok Live:Go Live History:GoLiveList
71,Output_extra_tiktok_json_structure,Tiktok,Your Activity/Favorite Effects/FavoriteEffectsList,pre-trial,No,Your Activity:Favorite Effects:FavoriteEffectsList
72,Output_extra_tiktok_json_structure,Tiktok,Your Activity/Favorite Hashtags/FavoriteHashtagList,pre-trial,No,Your Activity:Favorite Hashtags:FavoriteHashtagList
73,Output_extra_tiktok_json_structure,Tiktok,Your Activity/Favorite Hashtags/FavoriteHashtagList,11/11/2025,Yes,Your Activity:Favorite Hashtags:FavoriteHashtagList
74,Output_extra_tiktok_json_structure,Tiktok,Your Activity/Favorite Hashtags/FavoriteHashtagList,11/11/2025,Yes,Your Activity:Favorite Hashtags:FavoriteHashtagList
75,Output_extra_tiktok_json_structure,Tiktok,Your Activity/Favorite Sounds/FavoriteSoundList,pre-trial,No,Your Activity:Favorite Sounds:FavoriteSoundList
76,Output_extra_tiktok_json_structure,Tiktok,Your Activity/Follower/FansList,pre-trial,No,Your Activity:Follower:FansList
77,Output_extra_tiktok_json_structure,Tiktok,Your Activity/Follower/FansList,11/11/2025,Yes,Your Activity:Follower:FansList
78,Output_extra_tiktok_json_structure,Tiktok,Your Activity/Follower/FansList,11/11/2025,Yes,Your Activity:Follower:FansList
79,Output_extra_tiktok_json_structure,Tiktok,Your Activity/Hashtag/HashtagList,pre-trial,No,Your Activity:Hashtag:HashtagList
80,Output_extra_tiktok_json_structure,Tiktok,Your Activity/Like List/ItemFavoriteList,pre-trial,No,Your Activity:Like List:ItemFavoriteList
81,Output_extra_tiktok_json_structure,Tiktok,App Settings/Settings/SettingsMap/App Language,pre-trial,No,App Settings:Settings:SettingsMap:App Language
82,Output_extra_tiktok_json_structure,Tiktok,App Settings/Settings/SettingsMap/Filter Comments,pre-trial,No,App Settings:Settings:SettingsMap:Filter Comments
83,Output_extra_tiktok_json_structure,Tiktok,App Settings/Settings/SettingsMap/Interests,pre-trial,No,App Settings:Settings:SettingsMap:Interests
84,Output_extra_tiktok_json_structure,Tiktok,App Settings/Settings/SettingsMap/Personalized Ads,pre-trial,No,App Settings:Settings:SettingsMap:Personalized Ads
85,Output_extra_tiktok_json_structure,Tiktok,App Settings/Settings/SettingsMap/Private Account,pre-trial,No,App Settings:Settings:SettingsMap:Private Account
86,Output_extra_tiktok_json_structure,Tiktok,App Settings/Settings/SettingsMap/Web Language,pre-trial,No,App Settings:Settings:SettingsMap:Web Language
87,Output_extra_tiktok_json_structure,Tiktok,App Settings/Settings/SettingsMap/Who Can Duet With Me,pre-trial,No,App Settings:Settings:SettingsMap:Who Can Duet With Me
88,Output_extra_tiktok_json_structure,Tiktok,App Settings/Settings/SettingsMap/Who Can Post Comments,pre-trial,No,App Settings:Settings:SettingsMap:Who Can Post Comments
89,Output_extra_tiktok_json_structure,Tiktok,App Settings/Settings/SettingsMap/Who Can Send Me Message,pre-trial,No,App Settings:Settings:SettingsMap:Who Can Send Me Message
90,Output_extra_tiktok_json_structure,Tiktok,App Settings/Settings/SettingsMap/Who Can Stitch with your videos,pre-trial,No,App Settings:Settings:SettingsMap:Who Can Stitch with your videos
91,Output_extra_tiktok_json_structure,Tiktok,App Settings/Settings/SettingsMap/Who Can View Videos I Liked,pre-trial,No,App Settings:Settings:SettingsMap:Who Can View Videos I Liked
92,Output_extra_tiktok_json_structure,Tiktok,Profile/Profile Info/ProfileMap/likesReceived,pre-trial,No,Profile:Profile Information:ProfileMap:likesReceived
93,Output_extra_tiktok_json_structure,Tiktok,Profile/Profile Info/ProfileMap/userName,pre-trial,No,Profile:Profile Information:ProfileMap:userName
94,Output_extra_tiktok_json_structure,Tiktok,Tiktok Live/Go Live Settings/SettingsMap/Allow agencies to find and invite you,pre-trial,No,Tiktok Live:Go Live Settings:SettingsMap:Allow agencies to find and invite you
95,Output_extra_tiktok_json_structure,Tiktok,Tiktok Live/Go Live Settings/SettingsMap/Allow others to invite you to co-host in LIVE,pre-trial,No,Tiktok Live:Go Live Settings:SettingsMap:Allow others to invite you to co-host in LIVE
96,Output_extra_tiktok_json_structure,Tiktok,Tiktok Live/Go Live Settings/SettingsMap/Allow people to send and receive comments during your LIVE,pre-trial,No,Tiktok Live:Go Live Settings:SettingsMap:Allow people to send and receive comments during your LIVE
97,Output_extra_tiktok_json_structure,Tiktok,Tiktok Live/Go Live Settings/SettingsMap/Allow suggested LIVE hosts to invite you to co-host in LIVE,pre-trial,No,Tiktok Live:Go Live Settings:SettingsMap:Allow suggested LIVE hosts to invite you to co-host in LIVE
98,Output_extra_tiktok_json_structure,Tiktok,Tiktok Live/Go Live Settings/SettingsMap/Allow viewers to request to go LIVE with you,pre-trial,No,Tiktok Live:Go Live Settings:SettingsMap:Allow viewers to request to go LIVE with you
99,Output_extra_tiktok_json_structure,Tiktok,Tiktok Live/Go Live Settings/SettingsMap/Allow viewers to see and send questions and answers in your LIVE,pre-trial,No,Tiktok Live:Go Live Settings:SettingsMap:Allow viewers to see and send questions and answers in your LIVE
100,Output_extra_tiktok_json_structure,Tiktok,Tiktok Live/Go Live Settings/SettingsMap/Allow viewers to send you gifts during your LIVE,pre-trial,No,Tiktok Live:Go Live Settings:SettingsMap:Allow viewers to send you gifts during your LIVE
101,Output_extra_tiktok_json_structure,Tiktok,Tiktok Live/Go Live Settings/SettingsMap/Hide comments that contain the following keywords from your LIVE,pre-trial,Yes,Tiktok Live:Go Live Settings:SettingsMap:Hide comments that contain the following keywords from your LIVE
102,Output_extra_tiktok_json_structure,Tiktok,Tiktok Live/Go Live Settings/SettingsMap/Hide comments that contain the following keywords from your LIVE,pre-trial,Yes,Tiktok Live:Go Live Settings:SettingsMap:Hide comments that contain the following keywords from your LIVE
103,Output_extra_tiktok_json_structure,Tiktok,Tiktok Live/Go Live Settings/SettingsMap/Hide potential spam or offensive comments from your LIVE,pre-trial,No,Tiktok Live:Go Live Settings:SettingsMap:Hide potential spam or offensive comments from your LIVE
104,Output_extra_tiktok_json_structure,Tiktok,Tiktok Live/Go Live Settings/SettingsMap/People you assigned to moderate your LIVE,pre-trial,Yes,Tiktok Live:Go Live Settings:SettingsMap:People you assigned to moderate your LIVE
105,Output_extra_tiktok_json_structure,Tiktok,Tiktok Live/Go Live Settings/SettingsMap/People you assigned to moderate your LIVE,pre-trial,Yes,Tiktok Live:Go Live Settings:SettingsMap:People you assigned to moderate your LIVE
106,Output_extra_tiktok_json_structure,Tiktok,Tiktok Live/Go Live Settings/SettingsMap/Show your username and gift information in features with ranking lists,pre-trial,No,Tiktok Live:Go Live Settings:SettingsMap:Show your username and gift information in features with ranking lists
107,Output_extra_tiktok_json_structure,Tiktok,Your Activity/Activity Summary/ActivitySummaryMap/videosCommentedOnSinceAccountRegistration,pre-trial,No,Activity:Activity Summary:ActivitySummaryMap:videosCommentedOnSinceAccountRegistration
108,Output_extra_tiktok_json_structure,Tiktok,Your Activity/Activity Summary/ActivitySummaryMap/videosSharedSinceAccountRegistration,pre-trial,No,Activity:Activity Summary:ActivitySummaryMap:videosSharedSinceAccountRegistration
109,Output_extra_tiktok_json_structure,Tiktok,Your Activity/Activity Summary/ActivitySummaryMap/videosWatchedToTheEndSinceAccountRegistration,pre-trial,No,Activity:Activity Summary:ActivitySummaryMap:videosWatchedToTheEndSinceAccountRegistration
110,Output_extra_tiktok_json_structure,Tiktok,App Settings/Settings/SettingsMap/Content Preferences/Keyword filters for videos in Following feed,pre-trial,Yes,App Settings:Settings:SettingsMap:Content Preferences:Keyword filters for videos in Following feed
111,Output_extra_tiktok_json_structure,Tiktok,App Settings/Settings/SettingsMap/Content Preferences/Keyword filters for videos in Following feed,pre-trial,Yes,App Settings:Settings:SettingsMap:Content Preferences:Keyword filters for videos in Following feed
112,Output_extra_tiktok_json_structure,Tiktok,App Settings/Settings/SettingsMap/Content Preferences/Keyword filters for videos in Following feed,11/11/2025,Yes,App Settings:Settings:SettingsMap:Content Preferences:Keyword filters for videos in Following feed
113,Output_extra_tiktok_json_structure,Tiktok,App Settings/Settings/SettingsMap/Content Preferences/Keyword filters for videos in For You feed,pre-trial,Yes,App Settings:Settings:SettingsMap:Content Preferences:Keyword filters for videos in For You feed
114,Output_extra_tiktok_json_structure,Tiktok,App Settings/Settings/SettingsMap/Content Preferences/Keyword filters for videos in For You feed,pre-trial,Yes,App Settings:Settings:SettingsMap:Content Preferences:Keyword filters for videos in For You feed
115,Output_extra_tiktok_json_structure,Tiktok,App Settings/Settings/SettingsMap/Content Preferences/Keyword filters for videos in For You feed,11/11/2025,Yes,App Settings:Settings:SettingsMap:Content Preferences:Keyword filters for videos in For You feed
116,Output_extra_tiktok_json_structure,Tiktok,App Settings/Settings/SettingsMap/Content Preferences/Video Languages Preferences,pre-trial,Yes,App Settings:Settings:SettingsMap:Content Preferences:Video Languages Preferences
117,Output_extra_tiktok_json_structure,Tiktok,App Settings/Settings/SettingsMap/Content Preferences/Video Languages Preferences,pre-trial,Yes,App Settings:Settings:SettingsMap:Content Preferences:Video Languages Preferences
118,Output_extra_tiktok_json_structure,Tiktok,App Settings/Settings/SettingsMap/Content Preferences/Video Languages Preferences,11/11/2025,Yes,App Settings:Settings:SettingsMap:Content Preferences:Video Languages Preferences
119,Output_extra_tiktok_json_structure,Tiktok,Your Activity/Favorite Videos/FavoriteVideoList/Date,pre-trial,No,Activity:Favorite Videos:FavoriteVideoList:Date
120,Output_extra_tiktok_json_structure,Tiktok,Your Activity/Favorite Videos/FavoriteVideoList/Link,pre-trial,No,Activity:Favorite Videos:FavoriteVideoList:Link
121,Output_extra_tiktok_json_structure,Tiktok,Your Activity/Following/Following/Date,pre-trial,No,Activity:Following List:Following:Date
122,Output_extra_tiktok_json_structure,Tiktok,Your Activity/Following/Following/UserName,pre-trial,No,Activity:Following List:Following:UserName
123,Output_extra_tiktok_json_structure,Tiktok,Your Activity/Searches/SearchList/Date,pre-trial,No,Activity:Search History:SearchList:Date
124,Output_extra_tiktok_json_structure,Tiktok,Your Activity/Searches/SearchList/SearchTerm,pre-trial,No,Activity:Search History:SearchList:SearchTerm
125,Output_extra_tiktok_json_structure,Tiktok,Your Activity/Watch History/VideoList/Date,pre-trial,No,Activity:Video Browsing History:VideoList:Date
126,Output_extra_tiktok_json_structure,Tiktok,Your Activity/Watch History/VideoList/Link,pre-trial,No,Activity:Video Browsing History:VideoList:Link
127,Output_TT_json_structure_MvdV copy,Tiktok,Ads and data/Ad Interests/AdInterestCategories,pre-trial,No,Ads and data:Ad Interests:AdInterestCategories
128,Output_TT_json_structure_MvdV copy,Tiktok,Ads and data/Instant Form Ads Responses/ResponsesList,pre-trial,No,Ads and data:Instant Form Ads Responses:ResponsesList
129,Output_TT_json_structure_MvdV copy,Tiktok,App Settings/Block List/BlockList,pre-trial,No,App Settings:Block List:BlockList
130,Output_TT_json_structure_MvdV copy,Tiktok,Comment/Comments/CommentsList,pre-trial,No,Comment:Comments:CommentsList
131,Output_TT_json_structure_MvdV copy,Tiktok,Post/Posts/VideoList,pre-trial,No,Post:Posts:VideoList
132,Output_TT_json_structure_MvdV copy,Tiktok,Tiktok Live/Go Live History/GoLiveList,pre-trial,No,Tiktok Live:Go Live History:GoLiveList
133,Output_TT_json_structure_MvdV copy,Tiktok,Your Activity/Favorite Effects/FavoriteEffectsList,pre-trial,No,Your Activity:Favorite Effects:FavoriteEffectsList
134,Output_TT_json_structure_MvdV copy,Tiktok,Your Activity/Favorite Hashtags/FavoriteHashtagList,pre-trial,No,Your Activity:Favorite Hashtags:FavoriteHashtagList
135,Output_TT_json_structure_MvdV copy,Tiktok,Your Activity/Favorite Hashtags/FavoriteHashtagList,11/11/2025,Yes,Your Activity:Favorite Hashtags:FavoriteHashtagList
136,Output_TT_json_structure_MvdV copy,Tiktok,Your Activity/Favorite Hashtags/FavoriteHashtagList,11/11/2025,Yes,Your Activity:Favorite Hashtags:FavoriteHashtagList
137,Output_TT_json_structure_MvdV copy,Tiktok,Your Activity/Favorite Sounds/FavoriteSoundList,pre-trial,No,Your Activity:Favorite Sounds:FavoriteSoundList
138,Output_TT_json_structure_MvdV copy,Tiktok,Your Activity/Favorite Videos/FavoriteVideoList,pre-trial,No,Your Activity:Favorite Videos:FavoriteVideoList
139,Output_TT_json_structure_MvdV copy,Tiktok,Your Activity/Follower/FansList,pre-trial,No,Your Activity:Follower:FansList
140,Output_TT_json_structure_MvdV copy,Tiktok,Your Activity/Follower/FansList,11/11/2025,Yes,Your Activity:Follower:FansList
141,Output_TT_json_structure_MvdV copy,Tiktok,Your Activity/Follower/FansList,11/11/2025,Yes,Your Activity:Follower:FansList
142,Output_TT_json_structure_MvdV copy,Tiktok,Your Activity/Following/Following,pre-trial,No,Your Activity:Following:Following
143,Output_TT_json_structure_MvdV copy,Tiktok,Your Activity/Hashtag/HashtagList,pre-trial,No,Your Activity:Hashtag:HashtagList
144,Output_TT_json_structure_MvdV copy,Tiktok,Your Activity/Like List/ItemFavoriteList,pre-trial,No,Your Activity:Like List:ItemFavoriteList
145,Output_TT_json_structure_MvdV copy,Tiktok,App Settings/Settings/SettingsMap/App Language,pre-trial,No,App Settings:Settings:SettingsMap:App Language
146,Output_TT_json_structure_MvdV copy,Tiktok,App Settings/Settings/SettingsMap/Filter Comments,pre-trial,No,App Settings:Settings:SettingsMap:Filter Comments
147,Output_TT_json_structure_MvdV copy,Tiktok,App Settings/Settings/SettingsMap/Interests,pre-trial,No,App Settings:Settings:SettingsMap:Interests
148,Output_TT_json_structure_MvdV copy,Tiktok,App Settings/Settings/SettingsMap/Private Account,pre-trial,No,App Settings:Settings:SettingsMap:Private Account
149,Output_TT_json_structure_MvdV copy,Tiktok,App Settings/Settings/SettingsMap/Web Language,pre-trial,No,App Settings:Settings:SettingsMap:Web Language
150,Output_TT_json_structure_MvdV copy,Tiktok,App Settings/Settings/SettingsMap/Who Can Duet With Me,pre-trial,No,App Settings:Settings:SettingsMap:Who Can Duet With Me
151,Output_TT_json_structure_MvdV copy,Tiktok,App Settings/Settings/SettingsMap/Who Can Post Comments,pre-trial,No,App Settings:Settings:SettingsMap:Who Can Post Comments
152,Output_TT_json_structure_MvdV copy,Tiktok,App Settings/Settings/SettingsMap/Who Can Send Me Message,pre-trial,No,App Settings:Settings:SettingsMap:Who Can Send Me Message
153,Output_TT_json_structure_MvdV copy,Tiktok,App Settings/Settings/SettingsMap/Who Can Stitch with your videos,pre-trial,No,App Settings:Settings:SettingsMap:Who Can Stitch with your videos
154,Output_TT_json_structure_MvdV copy,Tiktok,App Settings/Settings/SettingsMap/Who Can View Videos I Liked,pre-trial,No,App Settings:Settings:SettingsMap:Who Can View Videos I Liked
155,Output_TT_json_structure_MvdV copy,Tiktok,Profile/Profile Info/ProfileMap/likesReceived,pre-trial,No,Profile:Profile Information:ProfileMap:likesReceived
156,Output_TT_json_structure_MvdV copy,Tiktok,Profile/Profile Info/ProfileMap/userName,pre-trial,No,Profile:Profile Information:ProfileMap:userName
157,Output_TT_json_structure_MvdV copy,Tiktok,Tiktok Live/Go Live Settings/SettingsMap/Allow agencies to find and invite you,pre-trial,No,Tiktok Live:Go Live Settings:SettingsMap:Allow agencies to find and invite you
158,Output_TT_json_structure_MvdV copy,Tiktok,Tiktok Live/Go Live Settings/SettingsMap/Allow others to invite you to co-host in LIVE,pre-trial,No,Tiktok Live:Go Live Settings:SettingsMap:Allow others to invite you to co-host in LIVE
159,Output_TT_json_structure_MvdV copy,Tiktok,Tiktok Live/Go Live Settings/SettingsMap/Allow people to send and receive comments during your LIVE,pre-trial,No,Tiktok Live:Go Live Settings:SettingsMap:Allow people to send and receive comments during your LIVE
