,participant,platform,column_name,path,list_path,subfield_path,var_type,data_type,json_name,file_path,final_path
5293,Output_structure_Instagram_bb9b7283847d679c,Instagram,media,media,[],['media'],list,array,your_information_download_requests.json,your_instagram_activity/other_activity/your_information_download_requests.json,your_instagram_activity/other_activity/your_information_download_requests.json/media
5294,Output_structure_Instagram_bb9b7283847d679c,Instagram,fbid,fbid,[],['fbid'],list,string,your_information_download_requests.json,your_instagram_activity/other_activity/your_information_download_requests.json,your_instagram_activity/other_activity/your_information_download_requests.json/fbid
5295,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,title,[],['title'],list,string,followers_1.json,connections/followers_and_following/followers_1.json,connections/followers_and_following/followers_1.json/title
5296,Output_structure_Instagram_bb9b7283847d679c,Instagram,media_list_data,media_list_data,[],['media_list_data'],list,array,followers_1.json,connections/followers_and_following/followers_1.json,connections/followers_and_following/followers_1.json/media_list_data
5297,Output_structure_Instagram_bb9b7283847d679c,Instagram,timestamp,timestamp,[],['timestamp'],list,number,link_history.json,logged_information/link_history/link_history.json,logged_information/link_history/link_history.json/timestamp
5298,Output_structure_Instagram_bb9b7283847d679c,Instagram,media,media,[],['media'],list,array,link_history.json,logged_information/link_history/link_history.json,logged_information/link_history/link_history.json/media
5299,Output_structure_Instagram_bb9b7283847d679c,Instagram,fbid,fbid,[],['fbid'],list,string,link_history.json,logged_information/link_history/link_history.json,logged_information/link_history/link_history.json/fbid
5300,Output_structure_Instagram_bb9b7283847d679c,Instagram,label,label_values/label,['label_values'],['label'],list,string,your_scheduled_chat_notifications.json,your_instagram_activity/messages/your_scheduled_chat_notifications.json,your_instagram_activity/messages/your_scheduled_chat_notifications.json/label_values/label
5301,Output_structure_Instagram_bb9b7283847d679c,Instagram,value,label_values/value,['label_values'],['value'],list,string,your_scheduled_chat_notifications.json,your_instagram_activity/messages/your_scheduled_chat_notifications.json,your_instagram_activity/messages/your_scheduled_chat_notifications.json/label_values/value
5302,Output_structure_Instagram_bb9b7283847d679c,Instagram,name,participants/name,['participants'],['name'],list,string,message_1.json,your_instagram_activity/$USERNAME/message_1.json,your_instagram_activity/$USERNAME/message_1.json/participants/name
5303,Output_structure_Instagram_bb9b7283847d679c,Instagram,sender_name,messages/sender_name,['messages'],['sender_name'],list,string,message_1.json,your_instagram_activity/$USERNAME/message_1.json,your_instagram_activity/$USERNAME/message_1.json/messages/sender_name
5304,Output_structure_Instagram_bb9b7283847d679c,Instagram,timestamp_ms,messages/timestamp_ms,['messages'],['timestamp_ms'],list,number,message_1.json,your_instagram_activity/$USERNAME/message_1.json,your_instagram_activity/$USERNAME/message_1.json/messages/timestamp_ms
5305,Output_structure_Instagram_bb9b7283847d679c,Instagram,content,messages/content,['messages'],['content'],list,string,message_1.json,your_instagram_activity/$USERNAME/message_1.json,your_instagram_activity/$USERNAME/message_1.json/messages/content
5306,Output_structure_Instagram_bb9b7283847d679c,Instagram,is_geoblocked_for_viewer,messages/is_geoblocked_for_viewer,['messages'],['is_geoblocked_for_viewer'],list,boolean,message_1.json,your_instagram_activity/$USERNAME/message_1.json,your_instagram_activity/$USERNAME/message_1.json/messages/is_geoblocked_for_viewer
5307,Output_structure_Instagram_bb9b7283847d679c,Instagram,is_unsent_image_by_messenger_kid_parent,messages/is_unsent_image_by_messenger_kid_parent,['messages'],['is_unsent_image_by_messenger_kid_parent'],list,boolean,message_1.json,your_instagram_activity/$USERNAME/message_1.json,your_instagram_activity/$USERNAME/message_1.json/messages/is_unsent_image_by_messenger_kid_parent
5308,Output_structure_Instagram_bb9b7283847d679c,Instagram,call_duration,messages/call_duration,['messages'],['call_duration'],list,number,message_1.json,your_instagram_activity/$USERNAME/message_1.json,your_instagram_activity/$USERNAME/message_1.json/messages/call_duration
5309,Output_structure_Instagram_bb9b7283847d679c,Instagram,name,participants/name,['participants'],['name'],list,string,message_1.json,your_instagram_activity/messages/inbox/$USERNAME/message_1.json,your_instagram_activity/messages/inbox/$USERNAME/message_1.json/participants/name
5310,Output_structure_Instagram_bb9b7283847d679c,Instagram,sender_name,messages/sender_name,['messages'],['sender_name'],list,string,message_1.json,your_instagram_activity/messages/inbox/$USERNAME/message_1.json,your_instagram_activity/messages/inbox/$USERNAME/message_1.json/messages/sender_name
5311,Output_structure_Instagram_bb9b7283847d679c,Instagram,timestamp_ms,messages/timestamp_ms,['messages'],['timestamp_ms'],list,number,message_1.json,your_instagram_activity/messages/inbox/$USERNAME/message_1.json,your_instagram_activity/messages/inbox/$USERNAME/message_1.json/messages/timestamp_ms
5312,Output_structure_Instagram_bb9b7283847d679c,Instagram,content,messages/content,['messages'],['content'],list,string,message_1.json,your_instagram_activity/messages/inbox/$USERNAME/message_1.json,your_instagram_activity/messages/inbox/$USERNAME/message_1.json/messages/content
5313,Output_structure_Instagram_bb9b7283847d679c,Instagram,is_geoblocked_for_viewer,messages/is_geoblocked_for_viewer,['messages'],['is_geoblocked_for_viewer'],list,boolean,message_1.json,your_instagram_activity/messages/inbox/$USERNAME/message_1.json,your_instagram_activity/messages/inbox/$USERNAME/message_1.json/messages/is_geoblocked_for_viewer
5314,Output_structure_Instagram_bb9b7283847d679c,Instagram,is_unsent_image_by_messenger_kid_parent,messages/is_unsent_image_by_messenger_kid_parent,['messages'],['is_unsent_image_by_messenger_kid_parent'],list,boolean,message_1.json,your_instagram_activity/messages/inbox/$USERNAME/message_1.json,your_instagram_activity/messages/inbox/$USERNAME/message_1.json/messages/is_unsent_image_by_messenger_kid_parent
5315,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,monetization_eligibility/title,['monetization_eligibility'],['title'],list,string,eligibility.json,your_instagram_activity/monetization/eligibility.json,your_instagram_activity/monetization/eligibility.json/monetization_eligibility/title
5316,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,saved_saved_collections/title,['saved_saved_collections'],['title'],list,string,saved_collections.json,your_instagram_activity/saved/saved_collections.json,your_instagram_activity/saved/saved_collections.json/saved_saved_collections/title
5317,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,saved_saved_music/title,['saved_saved_music'],['title'],list,string,saved_music.json,your_instagram_activity/saved/saved_music.json,your_instagram_activity/saved/saved_music.json/saved_saved_music/title
5318,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,saved_saved_media/title,['saved_saved_media'],['title'],list,string,saved_posts.json,your_instagram_activity/saved/saved_posts.json,your_instagram_activity/saved/saved_posts.json/saved_saved_media/title
5319,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,story_activities_countdowns/title,['story_activities_countdowns'],['title'],list,string,countdowns.json,your_instagram_activity/story_interactions/countdowns.json,your_instagram_activity/story_interactions/countdowns.json/story_activities_countdowns/title
5320,Output_structure_Instagram_bb9b7283847d679c,Instagram,media_list_data,story_activities_countdowns/media_list_data,['story_activities_countdowns'],['media_list_data'],list,array,countdowns.json,your_instagram_activity/story_interactions/countdowns.json,your_instagram_activity/story_interactions/countdowns.json/story_activities_countdowns/media_list_data
5321,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,story_activities_polls/title,['story_activities_polls'],['title'],list,string,polls.json,your_instagram_activity/story_interactions/polls.json,your_instagram_activity/story_interactions/polls.json/story_activities_polls/title
5322,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,story_activities_questions/title,['story_activities_questions'],['title'],list,string,questions.json,your_instagram_activity/story_interactions/questions.json,your_instagram_activity/story_interactions/questions.json/story_activities_questions/title
5323,Output_structure_Instagram_bb9b7283847d679c,Instagram,media_list_data,story_activities_questions/media_list_data,['story_activities_questions'],['media_list_data'],list,array,questions.json,your_instagram_activity/story_interactions/questions.json,your_instagram_activity/story_interactions/questions.json/story_activities_questions/media_list_data
5324,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,story_activities_story_likes/title,['story_activities_story_likes'],['title'],list,string,story_likes.json,your_instagram_activity/story_interactions/story_likes.json,your_instagram_activity/story_interactions/story_likes.json/story_activities_story_likes/title
5325,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,subscriptions_show_story_teaser_setting/title,['subscriptions_show_story_teaser_setting'],['title'],list,string,show_exclusive_story_promo_setting.json,your_instagram_activity/subscriptions/show_exclusive_story_promo_setting.json,your_instagram_activity/subscriptions/show_exclusive_story_promo_setting.json/subscriptions_show_story_teaser_setting/title
5326,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,subscriptions_muted_story_teaser_creators/title,['subscriptions_muted_story_teaser_creators'],['title'],list,string,your_muted_story_teaser_creators.json,your_instagram_activity/subscriptions/your_muted_story_teaser_creators.json,your_instagram_activity/subscriptions/your_muted_story_teaser_creators.json/subscriptions_muted_story_teaser_creators/title
5327,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,likes_comment_likes/title,['likes_comment_likes'],['title'],list,string,liked_comments.json,your_instagram_activity/likes/liked_comments.json,your_instagram_activity/likes/liked_comments.json/likes_comment_likes/title
5328,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,likes_media_likes/title,['likes_media_likes'],['title'],list,string,liked_posts.json,your_instagram_activity/likes/liked_posts.json,your_instagram_activity/likes/liked_posts.json/likes_media_likes/title
5329,Output_structure_Instagram_bb9b7283847d679c,Instagram,uri,ig_profile_picture/uri,['ig_profile_picture'],['uri'],list,string,profile_photos.json,your_instagram_activity/media/profile_photos.json,your_instagram_activity/media/profile_photos.json/ig_profile_picture/uri
5330,Output_structure_Instagram_bb9b7283847d679c,Instagram,creation_timestamp,ig_profile_picture/creation_timestamp,['ig_profile_picture'],['creation_timestamp'],list,number,profile_photos.json,your_instagram_activity/media/profile_photos.json,your_instagram_activity/media/profile_photos.json/ig_profile_picture/creation_timestamp
5331,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,ig_profile_picture/title,['ig_profile_picture'],['title'],list,string,profile_photos.json,your_instagram_activity/media/profile_photos.json,your_instagram_activity/media/profile_photos.json/ig_profile_picture/title
5332,Output_structure_Instagram_bb9b7283847d679c,Instagram,uri,ig_stories/uri,['ig_stories'],['uri'],list,string,stories.json,your_instagram_activity/media/stories.json,your_instagram_activity/media/stories.json/ig_stories/uri
5333,Output_structure_Instagram_bb9b7283847d679c,Instagram,creation_timestamp,ig_stories/creation_timestamp,['ig_stories'],['creation_timestamp'],list,number,stories.json,your_instagram_activity/media/stories.json,your_instagram_activity/media/stories.json/ig_stories/creation_timestamp
5334,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,ig_stories/title,['ig_stories'],['title'],list,string,stories.json,your_instagram_activity/media/stories.json,your_instagram_activity/media/stories.json/ig_stories/title
5335,Output_structure_Instagram_bb9b7283847d679c,Instagram,dubbing_info,ig_stories/dubbing_info,['ig_stories'],['dubbing_info'],list,array,stories.json,your_instagram_activity/media/stories.json,your_instagram_activity/media/stories.json/ig_stories/dubbing_info
5336,Output_structure_Instagram_bb9b7283847d679c,Instagram,media_variants,ig_stories/media_variants,['ig_stories'],['media_variants'],list,array,stories.json,your_instagram_activity/media/stories.json,your_instagram_activity/media/stories.json/ig_stories/media_variants
5337,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,text_post_app_text_post_app_blocked_users/title,['text_post_app_text_post_app_blocked_users'],['title'],list,string,blocked_profiles.json,your_instagram_activity/threads/blocked_profiles.json,your_instagram_activity/threads/blocked_profiles.json/text_post_app_text_post_app_blocked_users/title
5338,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,text_post_app_text_post_app_followers/title,['text_post_app_text_post_app_followers'],['title'],list,string,followers.json,your_instagram_activity/threads/followers.json,your_instagram_activity/threads/followers.json/text_post_app_text_post_app_followers/title
5339,Output_structure_Instagram_bb9b7283847d679c,Instagram,media_list_data,text_post_app_text_post_app_followers/media_list_data,['text_post_app_text_post_app_followers'],['media_list_data'],list,array,followers.json,your_instagram_activity/threads/followers.json,your_instagram_activity/threads/followers.json/text_post_app_text_post_app_followers/media_list_data
5340,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,text_post_app_media_likes/title,['text_post_app_media_likes'],['title'],list,string,liked_threads.json,your_instagram_activity/threads/liked_threads.json,your_instagram_activity/threads/liked_threads.json/text_post_app_media_likes/title
5341,Output_structure_Instagram_bb9b7283847d679c,Instagram,media_list_data,text_post_app_media_likes/media_list_data,['text_post_app_media_likes'],['media_list_data'],list,array,liked_threads.json,your_instagram_activity/threads/liked_threads.json,your_instagram_activity/threads/liked_threads.json/text_post_app_media_likes/media_list_data
5342,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,text_post_app_text_post_app_profile/title,['text_post_app_text_post_app_profile'],['title'],list,string,personal_information.json,your_instagram_activity/threads/personal_information.json,your_instagram_activity/threads/personal_information.json/text_post_app_text_post_app_profile/title
5343,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,text_post_app_text_post_app_posts_seen/title,['text_post_app_text_post_app_posts_seen'],['title'],list,string,threads_viewed.json,your_instagram_activity/threads/threads_viewed.json,your_instagram_activity/threads/threads_viewed.json/text_post_app_text_post_app_posts_seen/title
5344,Output_structure_Instagram_bb9b7283847d679c,Instagram,advertiser_name,ig_custom_audiences_all_types/advertiser_name,['ig_custom_audiences_all_types'],['advertiser_name'],list,string,advertisers_using_your_activity_or_information.json,ads_information/instagram_ads_and_businesses/advertisers_using_your_activity_or_information.json,ads_information/instagram_ads_and_businesses/advertisers_using_your_activity_or_information.json/ig_custom_audiences_all_types/advertiser_name
5345,Output_structure_Instagram_bb9b7283847d679c,Instagram,has_data_file_custom_audience,ig_custom_audiences_all_types/has_data_file_custom_audience,['ig_custom_audiences_all_types'],['has_data_file_custom_audience'],list,boolean,advertisers_using_your_activity_or_information.json,ads_information/instagram_ads_and_businesses/advertisers_using_your_activity_or_information.json,ads_information/instagram_ads_and_businesses/advertisers_using_your_activity_or_information.json/ig_custom_audiences_all_types/has_data_file_custom_audience
5346,Output_structure_Instagram_bb9b7283847d679c,Instagram,has_remarketing_custom_audience,ig_custom_audiences_all_types/has_remarketing_custom_audience,['ig_custom_audiences_all_types'],['has_remarketing_custom_audience'],list,boolean,advertisers_using_your_activity_or_information.json,ads_information/instagram_ads_and_businesses/advertisers_using_your_activity_or_information.json,ads_information/instagram_ads_and_businesses/advertisers_using_your_activity_or_information.json/ig_custom_audiences_all_types/has_remarketing_custom_audience
5347,Output_structure_Instagram_bb9b7283847d679c,Instagram,has_in_person_store_visit,ig_custom_audiences_all_types/has_in_person_store_visit,['ig_custom_audiences_all_types'],['has_in_person_store_visit'],list,boolean,advertisers_using_your_activity_or_information.json,ads_information/instagram_ads_and_businesses/advertisers_using_your_activity_or_information.json,ads_information/instagram_ads_and_businesses/advertisers_using_your_activity_or_information.json/ig_custom_audiences_all_types/has_in_person_store_visit
5348,Output_structure_Instagram_bb9b7283847d679c,Instagram,label,ig_lead_gen_info/label,['ig_lead_gen_info'],['label'],list,string,information_you've_submitted_to_advertisers.json,ads_information/instagram_ads_and_businesses/information_you've_submitted_to_advertisers.json,ads_information/instagram_ads_and_businesses/information_you've_submitted_to_advertisers.json/ig_lead_gen_info/label
5349,Output_structure_Instagram_bb9b7283847d679c,Instagram,value,ig_lead_gen_info/value,['ig_lead_gen_info'],['value'],list,string,information_you've_submitted_to_advertisers.json,ads_information/instagram_ads_and_businesses/information_you've_submitted_to_advertisers.json,ads_information/instagram_ads_and_businesses/information_you've_submitted_to_advertisers.json/ig_lead_gen_info/value
5350,Output_structure_Instagram_bb9b7283847d679c,Instagram,label,label_values/label,['label_values'],['label'],list,string,other_categories_used_to_reach_you.json,ads_information/instagram_ads_and_businesses/other_categories_used_to_reach_you.json,ads_information/instagram_ads_and_businesses/other_categories_used_to_reach_you.json/label_values/label
5351,Output_structure_Instagram_bb9b7283847d679c,Instagram,label,label_values/label,['label_values'],['label'],list,string,subscription_for_no_ads.json,ads_information/instagram_ads_and_businesses/subscription_for_no_ads.json,ads_information/instagram_ads_and_businesses/subscription_for_no_ads.json/label_values/label
5352,Output_structure_Instagram_bb9b7283847d679c,Instagram,value,label_values/value,['label_values'],['value'],list,string,subscription_for_no_ads.json,ads_information/instagram_ads_and_businesses/subscription_for_no_ads.json,ads_information/instagram_ads_and_businesses/subscription_for_no_ads.json/label_values/value
5353,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,impressions_history_ads_clicked/title,['impressions_history_ads_clicked'],['title'],list,string,ads_clicked.json,ads_information/ads_and_topics/ads_clicked.json,ads_information/ads_and_topics/ads_clicked.json/impressions_history_ads_clicked/title
5354,Output_structure_Instagram_bb9b7283847d679c,Instagram,name,apps_and_websites_off_meta_activity/name,['apps_and_websites_off_meta_activity'],['name'],list,string,your_activity_off_meta_technologies.json,apps_and_websites_off_of_instagram/apps_and_websites/your_activity_off_meta_technologies.json,apps_and_websites_off_of_instagram/apps_and_websites/your_activity_off_meta_technologies.json/apps_and_websites_off_meta_activity/name
5355,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,devices_camera/title,['devices_camera'],['title'],list,string,camera_information.json,personal_information/device_information/camera_information.json,personal_information/device_information/camera_information.json/devices_camera/title
5356,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,devices_devices/title,['devices_devices'],['title'],list,string,devices.json,personal_information/device_information/devices.json,personal_information/device_information/devices.json/devices_devices/title
5357,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,inferred_data_inferred_phone_numbers/title,['inferred_data_inferred_phone_numbers'],['title'],list,string,possible_phone_numbers.json,personal_information/information_about_you/possible_phone_numbers.json,personal_information/information_about_you/possible_phone_numbers.json/inferred_data_inferred_phone_numbers/title
5358,Output_structure_Instagram_bb9b7283847d679c,Instagram,media_list_data,inferred_data_inferred_phone_numbers/media_list_data,['inferred_data_inferred_phone_numbers'],['media_list_data'],list,array,possible_phone_numbers.json,personal_information/information_about_you/possible_phone_numbers.json,personal_information/information_about_you/possible_phone_numbers.json/inferred_data_inferred_phone_numbers/media_list_data
5359,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,inferred_data_primary_location/title,['inferred_data_primary_location'],['title'],list,string,profile_based_in.json,personal_information/information_about_you/profile_based_in.json,personal_information/information_about_you/profile_based_in.json/inferred_data_primary_location/title
5360,Output_structure_Instagram_bb9b7283847d679c,Instagram,label,label_values/label,['label_values'],['label'],list,string,locations_of_interest.json,personal_information/information_about_you/locations_of_interest.json,personal_information/information_about_you/locations_of_interest.json/label_values/label
5361,Output_structure_Instagram_bb9b7283847d679c,Instagram,value,label_values/value,['label_values'],['value'],list,string,locations_of_interest.json,personal_information/information_about_you/locations_of_interest.json,personal_information/information_about_you/locations_of_interest.json/label_values/value
5362,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,profile_friend_map/title,['profile_friend_map'],['title'],list,string,instagram_friend_map.json,personal_information/personal_information/instagram_friend_map.json,personal_information/personal_information/instagram_friend_map.json/profile_friend_map/title
5363,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,profile_account_insights/title,['profile_account_insights'],['title'],list,string,instagram_profile_information.json,personal_information/personal_information/instagram_profile_information.json,personal_information/personal_information/instagram_profile_information.json/profile_account_insights/title
5364,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,profile_note_interactions/title,['profile_note_interactions'],['title'],list,string,note_interactions.json,personal_information/personal_information/note_interactions.json,personal_information/personal_information/note_interactions.json/profile_note_interactions/title
5365,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,profile_user/title,['profile_user'],['title'],list,string,personal_information.json,personal_information/personal_information/personal_information.json,personal_information/personal_information/personal_information.json/profile_user/title
5366,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,profile_business/title,['profile_business'],['title'],list,string,professional_information.json,personal_information/personal_information/professional_information.json,personal_information/personal_information/professional_information.json/profile_business/title
5367,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,profile_media_reposts/title,['profile_media_reposts'],['title'],list,string,reposts.json,personal_information/personal_information/reposts.json,personal_information/personal_information/reposts.json/profile_media_reposts/title
5368,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,relationships_blocked_users/title,['relationships_blocked_users'],['title'],list,string,blocked_profiles.json,connections/followers_and_following/blocked_profiles.json,connections/followers_and_following/blocked_profiles.json/relationships_blocked_users/title
5369,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,relationships_close_friends/title,['relationships_close_friends'],['title'],list,string,close_friends.json,connections/followers_and_following/close_friends.json,connections/followers_and_following/close_friends.json/relationships_close_friends/title
5370,Output_structure_Instagram_bb9b7283847d679c,Instagram,media_list_data,relationships_close_friends/media_list_data,['relationships_close_friends'],['media_list_data'],list,array,close_friends.json,connections/followers_and_following/close_friends.json,connections/followers_and_following/close_friends.json/relationships_close_friends/media_list_data
5371,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,relationships_follow_requests_received/title,['relationships_follow_requests_received'],['title'],list,string,follow_requests_you've_received.json,connections/followers_and_following/follow_requests_you've_received.json,connections/followers_and_following/follow_requests_you've_received.json/relationships_follow_requests_received/title
5372,Output_structure_Instagram_bb9b7283847d679c,Instagram,media_list_data,relationships_follow_requests_received/media_list_data,['relationships_follow_requests_received'],['media_list_data'],list,array,follow_requests_you've_received.json,connections/followers_and_following/follow_requests_you've_received.json,connections/followers_and_following/follow_requests_you've_received.json/relationships_follow_requests_received/media_list_data
5373,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,relationships_following/title,['relationships_following'],['title'],list,string,following.json,connections/followers_and_following/following.json,connections/followers_and_following/following.json/relationships_following/title
5374,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,relationships_hide_stories_from/title,['relationships_hide_stories_from'],['title'],list,string,hide_story_from.json,connections/followers_and_following/hide_story_from.json,connections/followers_and_following/hide_story_from.json/relationships_hide_stories_from/title
5375,Output_structure_Instagram_bb9b7283847d679c,Instagram,media_list_data,relationships_hide_stories_from/media_list_data,['relationships_hide_stories_from'],['media_list_data'],list,array,hide_story_from.json,connections/followers_and_following/hide_story_from.json,connections/followers_and_following/hide_story_from.json/relationships_hide_stories_from/media_list_data
5376,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,relationships_follow_requests_sent/title,['relationships_follow_requests_sent'],['title'],list,string,pending_follow_requests.json,connections/followers_and_following/pending_follow_requests.json,connections/followers_and_following/pending_follow_requests.json/relationships_follow_requests_sent/title
5377,Output_structure_Instagram_bb9b7283847d679c,Instagram,media_list_data,relationships_follow_requests_sent/media_list_data,['relationships_follow_requests_sent'],['media_list_data'],list,array,pending_follow_requests.json,connections/followers_and_following/pending_follow_requests.json,connections/followers_and_following/pending_follow_requests.json/relationships_follow_requests_sent/media_list_data
5378,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,relationships_feed_favorites/title,['relationships_feed_favorites'],['title'],list,string,profiles_you've_favorited.json,connections/followers_and_following/profiles_you've_favorited.json,connections/followers_and_following/profiles_you've_favorited.json/relationships_feed_favorites/title
5379,Output_structure_Instagram_bb9b7283847d679c,Instagram,media_list_data,relationships_feed_favorites/media_list_data,['relationships_feed_favorites'],['media_list_data'],list,array,profiles_you've_favorited.json,connections/followers_and_following/profiles_you've_favorited.json,connections/followers_and_following/profiles_you've_favorited.json/relationships_feed_favorites/media_list_data
5380,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,relationships_permanent_follow_requests/title,['relationships_permanent_follow_requests'],['title'],list,string,recent_follow_requests.json,connections/followers_and_following/recent_follow_requests.json,connections/followers_and_following/recent_follow_requests.json/relationships_permanent_follow_requests/title
5381,Output_structure_Instagram_bb9b7283847d679c,Instagram,media_list_data,relationships_permanent_follow_requests/media_list_data,['relationships_permanent_follow_requests'],['media_list_data'],list,array,recent_follow_requests.json,connections/followers_and_following/recent_follow_requests.json,connections/followers_and_following/recent_follow_requests.json/relationships_permanent_follow_requests/media_list_data
5382,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,relationships_unfollowed_users/title,['relationships_unfollowed_users'],['title'],list,string,recently_unfollowed_profiles.json,connections/followers_and_following/recently_unfollowed_profiles.json,connections/followers_and_following/recently_unfollowed_profiles.json/relationships_unfollowed_users/title
5383,Output_structure_Instagram_bb9b7283847d679c,Instagram,media_list_data,relationships_unfollowed_users/media_list_data,['relationships_unfollowed_users'],['media_list_data'],list,array,recently_unfollowed_profiles.json,connections/followers_and_following/recently_unfollowed_profiles.json,connections/followers_and_following/recently_unfollowed_profiles.json/relationships_unfollowed_users/media_list_data
5384,Output_structure_Instagram_bb9b7283847d679c,Instagram,label,label_values/label,['label_values'],['label'],list,string,your_link_history_settings.json,logged_information/link_history/your_link_history_settings.json,logged_information/link_history/your_link_history_settings.json/label_values/label
5385,Output_structure_Instagram_bb9b7283847d679c,Instagram,timestamp_value,label_values/timestamp_value,['label_values'],['timestamp_value'],list,number,your_link_history_settings.json,logged_information/link_history/your_link_history_settings.json,logged_information/link_history/your_link_history_settings.json/label_values/timestamp_value
5386,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,organic_insights_live/title,['organic_insights_live'],['title'],list,string,live_videos.json,logged_information/past_instagram_insights/live_videos.json,logged_information/past_instagram_insights/live_videos.json/organic_insights_live/title
5387,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,searches_user/title,['searches_user'],['title'],list,string,profile_searches.json,logged_information/recent_searches/profile_searches.json,logged_information/recent_searches/profile_searches.json/searches_user/title
5388,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,searches_keyword/title,['searches_keyword'],['title'],list,string,word_or_phrase_searches.json,logged_information/recent_searches/word_or_phrase_searches.json,logged_information/recent_searches/word_or_phrase_searches.json/searches_keyword/title
5389,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,topics_your_topics/title,['topics_your_topics'],['title'],list,string,recommended_topics.json,preferences/your_topics/recommended_topics.json,preferences/your_topics/recommended_topics.json/topics_your_topics/title
5390,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,settings_allow_comments_from/title,['settings_allow_comments_from'],['title'],list,string,comments_allowed_from.json,preferences/settings/comments_allowed_from.json,preferences/settings/comments_allowed_from.json/settings_allow_comments_from/title
5391,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,settings_upgraded_to_cross_app_messaging/title,['settings_upgraded_to_cross_app_messaging'],['title'],list,string,use_cross-app_messaging.json,preferences/settings/use_cross-app_messaging.json,preferences/settings/use_cross-app_messaging.json/settings_upgraded_to_cross_app_messaging/title
5392,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,account_history_imprecise_last_known_location/title,['account_history_imprecise_last_known_location'],['title'],list,string,last_known_location.json,security_and_login_information/login_and_profile_creation/last_known_location.json,security_and_login_information/login_and_profile_creation/last_known_location.json/account_history_imprecise_last_known_location/title
5393,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,account_history_login_history/title,['account_history_login_history'],['title'],list,string,login_activity.json,security_and_login_information/login_and_profile_creation/login_activity.json,security_and_login_information/login_and_profile_creation/login_activity.json/account_history_login_history/title
5394,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,account_history_logout_history/title,['account_history_logout_history'],['title'],list,string,logout_activity.json,security_and_login_information/login_and_profile_creation/logout_activity.json,security_and_login_information/login_and_profile_creation/logout_activity.json/account_history_logout_history/title
5395,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,account_history_password_change_history/title,['account_history_password_change_history'],['title'],list,string,password_change_activity.json,security_and_login_information/login_and_profile_creation/password_change_activity.json,security_and_login_information/login_and_profile_creation/password_change_activity.json/account_history_password_change_history/title
5396,Output_structure_Instagram_bb9b7283847d679c,Instagram,title,account_history_account_active_status_changes/title,['account_history_account_active_status_changes'],['title'],list,string,profile_status_changes.json,security_and_login_information/login_and_profile_creation/profile_status_changes.json,security_and_login_information/login_and_profile_creation/profile_status_changes.json/account_history_account_active_status_changes/title
